"","germplasmName","Stage","purdy.pedigree","Grain.test.weight...lbs.bu","Heading.time...Julian.date..JD..","North.Grain.yield...bu.ac","Plant.height.inches","South.Grain.yield...bu.ac","FHB.DON.content...ppm.","FHB.grain.incidence.....","meritSouth","DON_AdvScb20","DON_AdvScb21","DON_PrScb20","DON_PrScb21","FDK_AdvScb20","FDK_AdvScb21","FDK_ILScb22","FDK_PrScb20","FDK_PrScb21","heading_AdvHYUrb20","heading_AdvNeo21","heading_AdvScb20","heading_AdvScb21","heading_AdvUrb20","heading_AdvUrb21","heading_ILScb22","heading_PrNeo21","heading_PrScb20","heading_PrScb21","heading_PrUrb20","heading_PrUrb21","heading_YTNeo22","heading_YTUrb22","height_AdvHYUrb20","height_AdvNeo20","height_AdvNeo21","height_AdvUrb20","height_AdvUrb21","height_PrNeo20","height_PrNeo21","height_PrUrb20","height_PrUrb21","height_YTNeo22","height_YTUrb22","tw_AdvCar20","tw_AdvHYUrb20","tw_AdvNeo20","tw_AdvNeo21","tw_AdvScb20","tw_AdvStJ20","tw_AdvStj21","tw_AdvUrb20","tw_AdvUrb21","tw_PrCar20","tw_PrNeo20","tw_PrNeo21","tw_PrScb20","tw_PrStj20","tw_PrStj21","tw_PrUrb20","tw_PrUrb21","tw_YTBlv22","tw_YTNeo22","tw_YTStj22","tw_YTStp22","tw_YTUrb22","yield_AdvCar20","yield_AdvHYUrb20","yield_AdvNeo20","yield_AdvNeo21","yield_AdvStJ20","yield_AdvStj21","yield_AdvUrb20","yield_AdvUrb21","yield_PrCar20","yield_PrNeo20","yield_PrNeo21","yield_PrStj20","yield_PrStj21","yield_PrUrb20","yield_PrUrb21","yield_YTBlv22","yield_YTNeo22","yield_YTStj22","yield_YTStp22","yield_YTUrb22","sbmv22","lgiWt","sincWt","mincWt"
"11","17-8930",4,"07-4415/10-19464",56.9646789220435,129.559129212893,85.8509587919597,34.8647408176557,88.5556372890569,2.31580029392831,29.6122974101243,485.166239469107,3.20000000000002,NA,NA,NA,33.3333333333333,NA,15.6294260466952,NA,NA,126.484773321938,NA,130.333333333333,NA,130.686839875005,NA,132.068270265701,NA,NA,NA,NA,NA,130.1857992,131.164642,31.7122995061162,29.4191600831996,NA,28.5836140487347,NA,NA,NA,NA,NA,39.35772452,38.42495599,60.1641921715994,57.7860209694016,NA,NA,54.381683901998,57.5025101074749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.24041317,59.25599445,55.00254611,58.16793091,59.64236572,84.2966524103306,79.7209580329529,50.8054911436515,NA,84.1996280045457,NA,51.4773070085157,NA,NA,NA,NA,NA,NA,NA,NA,96.13710274,115.4913914,71.47517129,104.4522344,110.3956479,1.93505051584932,100,0,0
"12","17-8930",5,"07-4415/10-19464",56.9646789220435,129.559129212893,85.8509587919597,34.8647408176557,88.5556372890569,2.31580029392831,29.6122974101243,485.166239469107,3.20000000000002,NA,NA,NA,33.3333333333333,NA,15.6294260466952,NA,NA,126.484773321938,NA,130.333333333333,NA,130.686839875005,NA,132.068270265701,NA,NA,NA,NA,NA,130.1857992,131.164642,31.7122995061162,29.4191600831996,NA,28.5836140487347,NA,NA,NA,NA,NA,39.35772452,38.42495599,60.1641921715994,57.7860209694016,NA,NA,54.381683901998,57.5025101074749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.24041317,59.25599445,55.00254611,58.16793091,59.64236572,84.2966524103306,79.7209580329529,50.8054911436515,NA,84.1996280045457,NA,51.4773070085157,NA,NA,NA,NA,NA,NA,NA,NA,96.13710274,115.4913914,71.47517129,104.4522344,110.3956479,1.93505051584932,100,0,0
"13","18-12001",4,"11-27667/11-30814",58.8923728894505,132.803711204845,85.7907649782019,38.0890938492099,82.4602576660846,0.89176220936961,12.9633947083738,488.502833882109,NA,0.924893977565538,0.486368889199259,NA,NA,4.10911476693099,37.6538367573595,4.33333333333331,NA,NA,124.710690550485,NA,132.373945832201,NA,135.183822073351,135.350198459288,NA,137,NA,134.754090127067,NA,132.8520857,134.9157294,NA,NA,38.7751816396599,NA,38.2907908708049,36.5000192040367,NA,35.3958674329628,NA,39.57912861,41.54972086,NA,NA,NA,57.2647342083548,NA,NA,59.5513934440571,NA,55.0388261270292,59.1839079224244,59.0356458291361,NA,57.9035453356551,61.843942126247,NA,57.1730982361163,NA,59.73478335,60.25126123,57.0183408,61.37448411,61.39288893,NA,NA,NA,80.3017291167658,NA,81.8711921368999,NA,82.712253655921,88.1728628043778,67.6884455571942,NA,76.3921498740459,NA,73.7205366200474,NA,91.13849981,91.85279967,75.5913155,96.03204584,101.5905039,2.43364723306496,91,0,0
"14","18-12756",4,"11-28619/12 - 30879",59.3512716442652,133.318123905208,88.5075683510867,37.4574606115029,82.235752718691,0.758953197060283,11.1704703727855,487.769441122545,NA,0.774544019765315,0.296368889199259,NA,NA,13.7904673882783,20.5089354083889,0.999999999999974,NA,NA,127.26490178289,NA,136.141591182301,NA,135.682016005595,135.212045700903,NA,138.333333333333,NA,136.678711642329,NA,132.1972979,134.8156082,NA,NA,38.1541256296075,NA,38.8401533240732,35.5000198024542,NA,34.8885818214525,NA,39.23670722,38.16155383,NA,NA,NA,57.854328087809,NA,NA,59.3024624020796,NA,54.7857982822911,59.7271483331879,59.0423846147245,NA,57.2820403767751,57.2139791113281,NA,57.7763317608073,NA,60.8783438,61.39288967,59.29673064,62.13514112,61.34057879,NA,NA,NA,74.1871153961727,NA,87.0076426667639,NA,85.9815916430485,78.0917607151587,66.8716364442545,NA,69.4024328094404,NA,79.6077745834479,NA,87.85441114,96.98310296,76.85578224,93.64354551,102.5987842,4.92663081914319,85,0,0
"15","18-12809",4,"11-28619/12 - 30879",59.2336654739815,133.661800938866,84.0409972947654,38.6023638545798,81.2700690810226,0.792395165177973,9.84992267250934,480.745094654482,NA,0.891046653560637,0.296368889199259,NA,NA,6.79445292839556,16.5486306267759,2.66666666666665,NA,NA,127.237048408119,NA,134.340655755889,NA,135.831209390353,136.54453775074,NA,137.333333333333,NA,136.055032935523,NA,133.2382099,135.5828707,NA,NA,40.1276242579195,NA,39.7613320873798,36.0000189340366,NA,34.6996053786003,NA,42.15939728,39.07341418,NA,NA,NA,58.2750184480224,NA,NA,59.2736919252888,NA,54.439544366286,60.616910571313,58.7734089057438,NA,57.9035453356551,60.2167216502622,NA,57.0553185232642,NA,59.89387503,62.02490421,58.24861607,61.44992622,62.13232455,NA,NA,NA,83.1389046988469,NA,84.2383755791545,NA,73.8909556467972,85.7797666716641,71.1780172050798,NA,82.1399736603139,NA,72.2249250141713,NA,77.56987945,97.51692561,66.43147806,94.5605836,102.4758141,5.17592917775101,82,0,0
"16","18-13748",4,"12 - 4776/11-28222",59.1199716577986,133.078267973577,86.1362734156537,38.0102741480743,82.2838692746962,0.701347191328496,9.73877528975615,491.255915597624,NA,0.704169256644306,0.545000000000006,NA,NA,9.59168211402744,10.590854124992,3.99999999999997,NA,NA,126.63299658862,NA,134.329764402901,NA,135.708396229598,136.061337790008,NA,136,NA,134.927653145021,NA,132.2340168,135.1790239,NA,NA,37.5766862654691,NA,39.238038096197,35.5000191952982,NA,35.6464490561299,NA,40.14178956,40.9464513,NA,NA,NA,57.8698615326366,NA,NA,59.1458056602055,NA,54.4128073560143,58.2117289210272,58.1601103160135,NA,58.0071294954684,57.3725329740065,NA,55.6739285025584,NA,60.13099419,62.2353056,58.76678573,61.94767111,62.40942924,NA,NA,NA,88.0832546605337,NA,86.1951578430949,NA,86.6788121968866,83.4628894118712,67.9982814664716,NA,92.9729736518416,NA,68.9686159650059,NA,73.9961451,95.26589292,73.62072554,92.90512795,103.6949766,1.93505051584932,108,0,0
"17","18-13756",4,"12 - 4776/11-28222",59.166773697333,132.802784648727,81.4684614263806,37.2339592622669,79.6445383703041,0.810590601894324,9.45704598612517,476.285622082924,NA,0.967430338086356,0.520000000000007,NA,NA,2.62542825149959,16.4360961745917,3.99999999999997,NA,NA,125.538726302776,NA,134.926968096215,NA,135.388990213203,135.271285265158,NA,136.333333333333,NA,134.25375718616,NA,132.5612106,135.0546161,NA,NA,38.2271791563298,NA,38.2989840127608,34.5000185288073,NA,34.3818481999827,NA,39.53179574,38.50819026,NA,NA,NA,58.2404482639574,NA,NA,59.8991685066146,NA,56.1947758122967,60.6047903318221,58.1077786119086,NA,56.2461987786418,60.1850410416435,NA,56.6640402775681,NA,59.84076487,61.36616798,58.51316023,61.47338584,60.98434804,NA,NA,NA,85.9049298440565,NA,84.0401836973274,NA,86.8194938524992,83.7437287861667,66.275300419142,NA,79.9478038148636,NA,63.3024469285825,NA,86.64537141,91.80694413,68.09024126,83.94728378,95.6319336,2.18434887445714,111,0,0
"18","18-13765",4,"12 - 4776/11-28222",59.2236717981013,133.02828271174,86.931006367338,37.8944024532664,85.3214963330733,0.947830749633525,11.7423981681598,503.142994704218,NA,1.02747659945848,0.860000000000006,NA,NA,3.84775244871037,13.8844711436345,9.33333333333331,NA,NA,127.049288219737,NA,133.244142596629,NA,135.822501100948,135.690324527839,NA,138.666666666667,NA,136.312936351213,NA,131.279361,134.8439037,NA,NA,38.7216520031302,NA,38.7212609353004,35.0000183940366,NA,34.5458669822269,NA,40.44572261,40.4954293,NA,NA,NA,57.857691834656,NA,NA,59.5723305246003,NA,54.4286600729437,60.0832011218281,57.4935239956021,NA,56.7641195777084,59.2399224970511,NA,57.160976793617,NA,61.11936537,61.56590593,58.71430367,61.79556825,61.54448954,NA,NA,NA,87.6352819122726,NA,91.9431871931251,NA,84.8609398996269,88.5712748049695,64.5840172070043,NA,73.6345363248625,NA,72.844225693412,NA,93.36265596,103.0584442,75.47993216,93.41072207,102.2523741,1.68575215724149,102,0,0
"19","18-13852",4,"12 - 4776/12 - 15557",58.6250548522919,135.363811252819,87.5721919692387,37.2243432687418,84.4723902267013,1.21345496727569,15.9869796785273,478.137838409233,NA,1.61585387879911,0.555000000000006,NA,NA,12.0499499189453,38.2484075891727,3.99999999999997,NA,NA,129.144397200038,NA,136.461404651221,NA,137.089655172819,137.963874854981,NA,139,NA,138.398955589348,NA,134.8093981,137.9905902,NA,NA,37.8004039375473,NA,38.2787279657752,35.0000186470184,NA,34.9717594438765,NA,39.04225086,38.42538197,NA,NA,NA,57.0442458494254,NA,NA,58.5541061449495,NA,54.2483080200835,61.1975445763145,59.3077398676452,NA,58.1107136552818,60.1374289127248,NA,56.5014603993298,NA,60.33651304,60.08911948,57.59503547,61.03155035,60.42043394,NA,NA,NA,93.8027734693817,NA,92.7336597232108,NA,83.1954280644914,84.6154560424274,69.9998359788516,NA,77.8051498619502,NA,72.7160553251591,NA,78.84754813,94.82571499,72.11469609,99.50207792,104.004483,2.68294559167278,107,0,0
"20","18-13965",4,"12 - 4776/12 - 30879",59.4838034616919,134.305943009296,83.2108919847983,36.866928247313,80.7239587155045,0.663352777569123,9.16421721019732,476.634098788565,NA,0.597629262674348,0.640000000000006,NA,NA,8.82551368732652,6.07763618067035,4.99999999999997,NA,NA,128.878618011105,NA,137.118935356945,NA,136.631945366228,136.557173631897,NA,139.333333333333,NA,138.377495440362,NA,133.3507115,135.5496339,NA,NA,37.0886636008289,NA,37.9468243733217,35.5000195241744,NA,34.4486706668226,NA,39.01129418,36.65170424,NA,NA,NA,57.5059977489223,NA,NA,58.9682296906077,NA,54.4087467528057,61.4812898181528,59.8937445159784,NA,57.7352197460621,59.3160619047234,NA,58.1273939608444,NA,60.23507962,61.88871948,59.70528726,61.63843045,62.18631171,NA,NA,NA,85.4203937514577,NA,88.9379715061278,NA,85.6692642313047,83.1322709508704,77.1156909728159,NA,65.6549736576903,NA,76.1093842680682,NA,82.66393134,95.9019752,66.01423034,81.88753747,90.0132196,1.93505051584932,93,0,0
"21","18-14535",4,"12 - 8545/07-4415",58.8383206135976,132.056798294564,88.8692246623632,36.5487703683685,88.4401286512868,0.938473768236731,10.9727857904365,526.658514752585,NA,0.960037224228757,1.03636888919926,NA,NA,11.461673568225,5.87810224105477,5.3333333333333,NA,NA,125.237483850477,NA,132.947856052571,NA,134.66917679786,135.237145350829,NA,135.333333333334,NA,132.635672249562,NA,132.4041677,133.7675417,NA,NA,37.4313645374706,NA,37.8265881271413,33.000018123578,NA,32.8867115878984,NA,39.26242526,38.29321168,NA,NA,NA,57.8296405333154,NA,NA,60.1022122494162,NA,54.6520054748217,59.3958168056037,58.9323081218255,NA,57.7999611758418,59.9046116955751,NA,56.2462927053339,NA,60.36867431,60.68010148,57.31415109,60.63854259,61.40237648,NA,NA,NA,92.7267681377545,NA,92.9447600052169,NA,93.0249328960041,101.00373005618,67.4097269419959,NA,82.9278887412874,NA,73.1923748407902,NA,99.641867,103.3676546,76.0118401,98.07850175,101.5368282,1.93505051584932,111,0,0
"22","18-15372",4,"12 - 14179/12 - 21624",59.5507161480595,131.704650050682,83.6703709029736,36.5419296607312,83.9792992118523,0.918318264808279,12.9256604465398,502.649744525853,NA,0.967115754389893,0.536368889199259,NA,NA,10.6495994236233,28.9657368876167,2.99999999999997,NA,NA,125.57518220294,NA,132.914030050302,NA,133.778266600982,134.459254911374,NA,136,NA,133.346954283585,NA,131.7047489,133.155616,NA,NA,36.9618081464351,NA,37.089283516743,34.0000178540367,NA,33.9258873829164,NA,39.91341578,37.40896822,NA,NA,NA,58.4577292649418,NA,NA,59.8939345491195,NA,54.6324817117242,60.4271310683172,58.9660607422408,NA,57.5927928562151,60.0807872657254,NA,58.0009679852594,NA,61.09845882,61.75645247,58.9723911,61.77213693,61.89214634,NA,NA,NA,88.352019643429,NA,86.6077029552418,NA,83.900158617311,82.7183211407526,72.6768739110827,NA,83.0476398504558,NA,68.2825083069699,NA,85.04466572,96.09576042,72.20077522,97.86540051,98.39098375,2.43364723306496,118,0,0
"23","18-16828",4,"12 - 21624/12 - 30879",59.0982808928357,133.419284268597,84.6975097570424,36.933489036301,78.6492488147302,1.21079673002039,11.8918696797909,459.441921524559,NA,1.42563708548758,1.20636888919926,NA,NA,5.7145229772084,16.2705432941474,4.3333333333333,NA,NA,126.161703748576,NA,133.961124124755,NA,135.256304034814,135.536512966228,NA,137,NA,136.389993676351,NA,133.2193366,135.3548849,NA,NA,36.5395525855874,NA,38.0712269521542,34.5000185288073,NA,34.7114018294151,NA,40.06154359,37.54248609,NA,NA,NA,56.7209510225098,NA,NA,58.6618969025268,NA,54.3656358989809,61.4109521220225,58.9476648029932,NA,57.6963770160284,58.896790751577,NA,57.4152315962594,NA,60.57658743,60.95016566,59.1290189,61.22520178,61.92150753,NA,NA,NA,82.4905709108034,NA,89.5650533177004,NA,86.7886776908503,79.6222510107713,67.1743720768119,NA,67.0474328048172,NA,74.124789829878,NA,76.10622993,92.76095334,70.61251004,83.20763261,97.52136648,2.18434887445714,91,0,0
"24","18-17119",4,"12 - 21660/10-21934",58.8918652056295,132.168540385271,83.7923694679246,36.9638333303301,81.9466655140573,1.41765638360976,17.1929337896917,477.746853991302,NA,1.49339679407664,1.65000000000001,NA,NA,11.3121045930469,26.5770798008224,9.99999999999996,NA,NA,125.241924725261,NA,131.28299748775,NA,134.260039591867,134.505222477044,NA,135.333333333334,NA,133.398955589348,NA,131.7406678,134.6358622,NA,NA,37.148539434964,NA,38.5739547823402,34.0000193213305,NA,34.9717594438765,NA,39.13493539,38.1835377,NA,NA,NA,58.1871361918242,NA,NA,59.6841456518848,NA,55.5205405070026,60.2375994695516,58.5836233723724,NA,57.4892086964018,58.5813131643285,NA,56.5014603993299,NA,59.5443662,60.83497187,58.181448,60.63026151,61.24948752,NA,NA,NA,88.1271079084414,NA,87.2031012626977,NA,89.4815882062777,75.0188340751547,68.2175459502116,NA,75.5459736622384,NA,68.4770553168372,NA,81.49356225,95.99258508,70.78121839,92.7659889,96.55165633,1.68575215724149,111,0,0
"25","18-17905",4,"G09418/MO 080104//10-21934",58.982562583248,134.228479113432,91.428967763063,36.6516816351942,87.3054747622446,1.32838235534368,18.6286932224524,496.153078301399,NA,1.52682960989585,0.706368889199257,NA,NA,17.3423194490871,30.6381270536852,9.99999999999996,NA,NA,130.680755706599,NA,135.652850461708,NA,137.323904938857,135.369480173092,NA,138.333333333334,NA,138.75375718616,NA,132.2913988,134.5266505,NA,NA,37.9896684810967,NA,36.6605884243301,34.0000178540367,NA,32.8818473899827,NA,39.26506589,38.98711984,NA,NA,NA,57.6050623639047,NA,NA,59.2715793522726,NA,55.0673261962171,59.6580039234102,57.591369546775,NA,56.1426146188284,59.8680141654853,NA,57.0195638650134,NA,60.58205976,61.24529316,57.99955994,61.1252279,61.52428162,NA,NA,NA,89.6143460903615,NA,90.072186912267,NA,91.183878434561,80.165833688681,69.8508739055347,NA,81.1705363247874,NA,77.4324469340176,NA,97.75768479,106.9994717,75.56209698,94.86872816,105.7838998,2.43364723306496,94,0,0
