"","germplasmName","Stage","purdy.pedigree","Grain.test.weight...lbs.bu","Heading.time...Julian.date..JD..","North.Grain.yield...bu.ac","Plant.height.inches","South.Grain.yield...bu.ac","FHB.DON.content...ppm.","FHB.grain.incidence.....","meritSouth","DON_AdvScb20","DON_AdvScb21","DON_PrScb20","DON_PrScb21","FDK_AdvScb20","FDK_AdvScb21","FDK_ILScb22","FDK_PrScb20","FDK_PrScb21","heading_AdvHYUrb20","heading_AdvNeo21","heading_AdvScb20","heading_AdvScb21","heading_AdvUrb20","heading_AdvUrb21","heading_ILScb22","heading_PrNeo21","heading_PrScb20","heading_PrScb21","heading_PrUrb20","heading_PrUrb21","heading_YTNeo22","heading_YTUrb22","height_AdvHYUrb20","height_AdvNeo20","height_AdvNeo21","height_AdvUrb20","height_AdvUrb21","height_PrNeo20","height_PrNeo21","height_PrUrb20","height_PrUrb21","height_YTNeo22","height_YTUrb22","tw_AdvCar20","tw_AdvHYUrb20","tw_AdvNeo20","tw_AdvNeo21","tw_AdvScb20","tw_AdvStJ20","tw_AdvStj21","tw_AdvUrb20","tw_AdvUrb21","tw_PrCar20","tw_PrNeo20","tw_PrNeo21","tw_PrScb20","tw_PrStj20","tw_PrStj21","tw_PrUrb20","tw_PrUrb21","tw_YTBlv22","tw_YTNeo22","tw_YTStj22","tw_YTStp22","tw_YTUrb22","yield_AdvCar20","yield_AdvHYUrb20","yield_AdvNeo20","yield_AdvNeo21","yield_AdvStJ20","yield_AdvStj21","yield_AdvUrb20","yield_AdvUrb21","yield_PrCar20","yield_PrNeo20","yield_PrNeo21","yield_PrStj20","yield_PrStj21","yield_PrUrb20","yield_PrUrb21","yield_YTBlv22","yield_YTNeo22","yield_YTStj22","yield_YTStp22","yield_YTUrb22","sbmv22","lgiWt","sincWt","mincWt"
"79","19-15327",3,"13-26034/13-1960",58.3488599832365,133.689390882952,87.5225437331706,39.6776184909486,86.1382066896027,0.564767768566949,11.8968801220631,510.550966490701,NA,NA,NA,0.354594353293734,NA,NA,32.0457619911664,NA,5.51812580671434,NA,NA,NA,NA,NA,NA,135.543610067178,128.843757398618,NA,135.740095029931,NA,135.978861091803,132.9422032,135.1302566,NA,NA,NA,NA,NA,NA,39.4931018356765,NA,42.7621200645857,41.864352,41.39086992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2128661156553,NA,NA,58.6041782155894,NA,54.8408450538763,59.84067343,60.33564433,57.15448246,60.55055662,61.44973294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.959526957925,NA,98.3068534637865,NA,85.7303260339896,91.94799361,99.81921115,78.83682405,94.29286397,101.0957042,1.93505051584932,0,0,33.15
"80","19-15330",3,"13-26034/13-1960",58.9998869764089,133.733480050133,88.3058256141397,39.5433521096682,83.6923831203791,0.705919751543684,8.14107152882257,496.598166728077,NA,NA,NA,0.657188798411674,NA,NA,7.94680301333598,NA,5.52412909305553,NA,NA,NA,NA,NA,NA,135.582273281822,129.162127389969,NA,136.329355801126,NA,135.944425121657,133.2200791,134.8186372,NA,NA,NA,NA,NA,NA,40.0512374431974,NA,43.5033565167174,40.58397732,41.29353023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2851741977555,NA,NA,59.0215306956949,NA,55.2204921493084,61.05703052,60.900819,57.78971138,61.36379549,61.93208274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5001974198492,NA,89.5049112844641,NA,87.2956863012835,84.7680953,98.35965709,77.61109521,93.31873817,103.2591792,1.93505051584932,0,0,32.13
"81","19-16129",3,"13-28833/12-8545",58.9667354323655,134.374904881445,90.6509621918007,37.9863001506392,86.0610173352727,0.567025256044809,7.66553321631912,509.201233965525,NA,NA,NA,0.462224282222188,NA,NA,6.16419322787269,NA,7.79343292239528,NA,NA,NA,NA,NA,NA,137.034429757908,131.277520262035,NA,135.94671705324,NA,136.724097935315,134.0177382,135.1296168,NA,NA,NA,NA,NA,NA,39.2142021259906,NA,40.9006913158929,38.53750628,40.24674867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3494490825702,NA,NA,59.1987884832096,NA,55.1905464208151,60.64524958,60.7769522,58.09794639,61.65519466,61.52890063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7814586836182,NA,91.1706354545473,NA,84.8751259963722,89.94462876,105.5182718,72.03564721,100.2780104,107.6753378,1.68575215724149,0,0,33.01
"82","19-16136",3,"13-28833/12-8545",57.9186663942726,133.973927123404,93.7728721260504,38.3198015102506,89.8599575882488,0.774234507610744,12.6958286665044,524.270963901976,NA,NA,NA,0.646630669924616,NA,NA,19.1699514108625,NA,11.5359209402621,NA,NA,NA,NA,NA,NA,136.221672286627,129.634111169104,NA,134.643572724962,NA,136.71102820136,133.6040708,134.5867346,NA,NA,NA,NA,NA,NA,39.964731186504,NA,40.8691730999302,40.64636815,38.75871412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5499072229278,NA,NA,58.4146932425773,NA,54.4805232460471,58.01398346,60.67542062,56.84218082,59.93817789,60.44419385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.0272447460471,NA,96.8321454310777,NA,93.1870399907319,92.47636883,109.216154,79.42411186,103.3552179,108.2230404,2.18434887445714,0,0,33.97
"83","19-16142",3,"13-28833/12-8545",59.551139100493,133.500932577009,84.7310996985174,37.6089863757607,81.6607693928044,0.844851497786017,15.1714611185538,479.50332192856,NA,NA,NA,0.690559030511997,NA,NA,32.3644706277571,NA,9.93323996280693,NA,NA,NA,NA,NA,NA,135.65546522973,130.828033657733,NA,134.715244217839,NA,136.126744734115,132.2681438,134.479748,NA,NA,NA,NA,NA,NA,38.1073534940241,NA,40.3128724995777,39.40582284,38.36088971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0152526856461,NA,NA,60.4151157913521,NA,55.8839240393589,60.49372712,62.25311497,58.35897836,62.26332723,62.50540924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3362870077178,NA,89.4905480897856,NA,80.4571140141451,88.41656411,102.4476205,63.64268351,89.46187166,100.4311126,1.68575215724149,0,0,33.65
"84","19-16152",3,"13-28833/12-8545",58.8875862127628,133.821828141486,88.1793452307028,38.0920921225437,83.7417573177472,0.508193134121731,12.8706164430984,496.533168701796,NA,NA,NA,0.242405050348909,NA,NA,26.4262732152075,NA,12.9084142029555,NA,NA,NA,NA,NA,NA,136.095388445793,131.942257215266,NA,134.896027438453,NA,136.044747908723,132.9976629,134.5306715,NA,NA,NA,NA,NA,NA,38.3465781290835,NA,40.3875629275187,38.82200652,41.75822874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1412512551642,NA,NA,59.2066931573044,NA,55.3733867069816,60.58537206,60.81419035,58.3439937,61.36215565,61.06109913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.0357891898346,NA,88.1817212999017,NA,85.7705463411568,68.18856653,100.9614684,81.20281513,100.5757224,103.7870015,2.18434887445714,0,0,34.81
"85","19-16176",3,"13-28833/12-8545",59.2937577453523,132.821144812048,86.1717842100592,37.679845740453,83.4151833182391,1.18281676094934,22.662180585806,482.419917258036,NA,NA,NA,1.00767954881667,NA,NA,32.1580694632593,NA,26.6473474553931,NA,NA,NA,NA,NA,NA,135.603353637758,127.119652050092,NA,135.901961973225,NA,135.369342342325,132.1456083,134.1998763,NA,NA,NA,NA,NA,NA,40.1490346228138,NA,40.0523206829732,39.12839246,38.17972989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.533985498332,NA,NA,59.916342528831,NA,55.1288806550431,59.97272361,61.86662889,58.22727119,62.08657384,62.22262333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6251819105593,NA,93.6854765268603,NA,88.1448494144482,83.96149326,100.4228925,76.71995748,92.59684227,98.35698754,1.43645379863367,0,0,35.75
"86","19-16279",3,"13-28833/12-26448",58.7229475493054,133.563099016143,84.2756951248184,39.8004258247524,80.6540503904153,0.463804682304115,6.69466076962604,485.153398960594,NA,NA,NA,0.332617216034137,NA,NA,10.179533969712,NA,4.41471312661935,NA,NA,NA,NA,NA,NA,136.053402302101,129.109118384282,NA,136.483632281225,NA,136.042727628685,132.5054086,134.9469161,NA,NA,NA,NA,NA,NA,40.462904541406,NA,42.7802348065421,41.2774053,42.24372796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5500048549915,NA,NA,59.3782827175159,NA,55.1205198716333,59.94432835,60.55852997,58.32449633,60.80614874,60.91063595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.4178563559014,NA,79.5902169129784,NA,81.8668095897141,79.16769364,89.01703659,75.63091445,94.46528107,99.86576809,2.43364723306496,0,0,28.01
"87","19-16325",3,"13-28833/12-26448",58.8903450541486,132.605466474126,83.8038809076908,39.2876154539491,80.7209186997856,0.878528586040966,10.5245967574798,481.657653639848,NA,NA,NA,0.873422577400663,NA,NA,13.6877939421767,NA,4.77472847002833,NA,NA,NA,NA,NA,NA,134.643726864083,125.481511961482,NA,134.917476730668,NA,134.530635941199,131.5576836,135.0928389,NA,NA,NA,NA,NA,NA,41.9637255034669,NA,42.5072139195599,40.24799163,41.27972229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.777418172257,NA,NA,NA,NA,55.2119999612406,60.02760462,61.36766725,57.98361823,60.94224206,62.12538884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.4160341276191,NA,NA,NA,89.0255463196447,86.53435349,90.55730816,75.24927878,90.50710511,95.31013453,3.43084066749625,0,0,26.31
"88","19-16368",3,"13-28833/12-28257",58.8429075265212,133.922128687242,87.2223345711109,39.8062566849626,82.2764351912238,1.16165898343369,20.591288833767,471.834717481046,NA,NA,NA,1.02848601064579,NA,NA,46.3670248939082,NA,12.1893186631469,NA,NA,NA,NA,NA,NA,137.002597734189,129.709576106462,NA,136.33751709013,NA,136.803428969514,132.6946423,134.8821736,NA,NA,NA,NA,NA,NA,41.5373860471632,NA,43.2985425570822,41.62111699,40.22556844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0960885444602,NA,NA,59.4387303391989,NA,55.1637542015754,60.56540816,60.45673198,58.63251053,61.29355688,60.95792557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.7248308402898,NA,91.064522944982,NA,84.3342160807672,85.7688278,98.60191531,78.16388293,89.85320312,103.4154932,3.43084066749625,0,0,34.68
"89","19-16856",3,"P961341/11-28222//12-8545",58.5438227432001,134.596913175924,87.7372389302115,38.2207722041157,83.4896586787444,0.660533254507733,10.7168767631978,489.716887041941,NA,NA,NA,0.525328411620335,NA,NA,23.5208719790893,NA,5.04429498366335,NA,NA,NA,NA,NA,NA,137.150318515986,132.005380947455,NA,136.946168647167,NA,137.000459644349,133.4526718,135.4455479,NA,NA,NA,NA,NA,NA,40.0005933912198,NA,40.7866075242312,40.09606292,38.23709146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0553021498872,NA,NA,59.2194705789018,NA,54.676171907968,59.14916635,60.66316632,58.15527062,60.89819181,61.06606993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1509924700645,NA,89.8133576699102,NA,86.8825709694441,88.10609511,99.73905562,71.41984077,97.49292401,101.774884,2.43364723306496,0,0,34.79
"90","19-17051",3,"P0179A1-17/11-28222//12-30879",58.3464021614186,133.372959051314,84.7346096071749,38.828225491742,83.3259647355554,1.40420318633574,18.8511113952996,477.735920784668,NA,NA,NA,1.43224018130759,NA,NA,27.0335964435904,NA,13.6627594870082,NA,NA,NA,NA,NA,NA,136.013000010678,128.096252030086,NA,135.285148983806,NA,136.010181765039,132.6637769,134.6072759,NA,NA,NA,NA,NA,NA,41.2142033937687,NA,42.9275757338301,39.61432836,39.73273862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.431051431922,NA,NA,58.6001291137819,NA,54.8624612609549,59.93400519,60.43012223,56.83119806,60.58022771,61.05904143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.4923974073122,NA,86.9253851936035,NA,87.5457159456179,85.0527939,94.16702896,82.77578101,95.96429532,95.4266064,2.43364723306496,0,0,26.64
"91","19-17467",3,"02-18228/GA081628-G23//13-20375",58.6879944996222,134.715170417627,83.9878971288679,36.9157993914981,83.2998134701858,0.665752548072215,12.6570691292799,486.609692988969,NA,NA,NA,0.486186497634633,NA,NA,32.4591664112909,NA,5.58153997332877,NA,NA,NA,NA,NA,NA,137.310256140061,129.503279230671,NA,136.563066956389,NA,137.185799740105,134.5300708,136.2864786,NA,NA,NA,NA,NA,NA,38.4822657845902,NA,38.6021098262912,37.82995008,39.30048705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2008703186119,NA,NA,58.0864596966014,NA,55.5926849542802,59.40139007,60.88749774,58.48827886,61.20543968,61.31450406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4578627850342,NA,80.3811814612828,NA,83.7958344990584,80.72626933,96.51873801,72.38898071,102.8962985,93.7562734,1.93505051584932,0,0,27.63
"92","19-17546",3,"02-19463-7/11-36131//07-4415",58.7645477283253,130.939254272624,82.8641494579136,38.7763970054705,83.6491519202834,1.01721282152541,15.2008515530677,501.855630532827,NA,NA,NA,0.94643710320263,NA,NA,4.65530251341823,NA,23.2058055527707,NA,NA,NA,NA,NA,NA,133.998951672885,124.880283592882,NA,130.608664891068,NA,132.957028587571,130.6104993,132.0035757,NA,NA,NA,NA,NA,NA,41.0101959659835,NA,41.351334899157,40.31008235,39.92894595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.790977064179,NA,NA,59.6108679095936,NA,54.5546746022666,60.9455957,61.16599562,58.13767913,60.59984987,60.94375715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.8740078752158,NA,85.2440166055425,NA,82.1275663146693,96.64668713,93.07081566,73.756865,89.90614473,95.61665509,1.93505051584932,0,0,32.45
"93","19-17662",3,"02-19463-7/11-36131//10-21934",59.1587230212756,133.414867627092,89.652353256724,38.4945521283104,85.5975608554192,0.806975646982094,11.5690472443044,505.081384961352,NA,NA,NA,0.72308833617361,NA,NA,12.1661829259447,NA,11.6134093096404,NA,NA,NA,NA,NA,NA,135.638142670409,128.08466407778,NA,133.159203524293,NA,136.04515388124,132.2592377,135.0625394,NA,NA,NA,NA,NA,NA,40.1551514757716,NA,41.2865205085823,40.1364931,39.19313896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4340873617009,NA,NA,59.1420257344029,NA,55.6108628943407,60.82210422,61.14793616,58.57381568,61.20447256,62.20297812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.6924303301765,NA,84.2995303049713,NA,88.8150045919267,89.32765114,101.4773481,80.0186549,95.5533529,104.1448508,2.43364723306496,0,0,33.16
"94","19-17823",3,"02-19463-7/11-36131//12-8545",59.0047579696939,134.84435226425,86.4024529757759,38.6587936117172,82.6292779331744,0.754694215413132,11.2122645139332,481.598829640231,NA,NA,NA,0.641320241582008,NA,NA,15.2691169444033,NA,9.6862939422579,NA,NA,NA,NA,NA,NA,136.640928058723,132.363612601093,NA,137.619110440234,NA,137.576976362612,133.6450007,136.0258304,NA,NA,NA,NA,NA,NA,40.2837933432102,NA,42.934328768566,39.43071359,39.12398864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4104178627697,NA,NA,59.2182603408842,NA,55.5059770312971,60.06275085,60.96625818,58.41797497,61.34307722,60.96959785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.0799713578788,NA,86.6629183644805,NA,89.5837731532718,86.61227683,94.01771412,79.03149029,92.51464137,96.84003635,2.18434887445714,0,0,31.59
"95","19-18152",3,"02-19463-7/12-21660//12-8545",59.5574722941714,134.201216556031,88.7642998767433,38.3546570798532,82.84316185339,0.770056689781406,9.62893458295506,487.151395499854,NA,NA,NA,0.715979200610228,NA,NA,10.4476025688417,NA,7.36552159171946,NA,NA,NA,NA,NA,NA,136.340879850915,130.372014372736,NA,136.382002193832,NA,136.065159306192,133.9378011,135.4630046,NA,NA,NA,NA,NA,NA,40.3955914062898,NA,41.5534911827401,38.71714417,40.52371244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7408900806454,NA,NA,59.9272164308806,NA,55.6028819679994,61.5998612,61.85779609,59.17691425,62.16582109,61.55910694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8273863932897,NA,85.0586497175156,NA,88.8388637100968,88.42095557,100.4274469,84.41731802,88.22040518,103.9250852,1.93505051584932,0,0,22.58
"96","19-18153",3,"02-19463-7/12-21660//12-8545",59.2558995832305,133.504141760668,88.7395507019661,37.7592298135872,88.1116387737204,1.00560284634036,11.1749038868169,515.498683882726,NA,NA,NA,1.02966747469226,NA,NA,10.3515147761255,NA,7.61307967035886,NA,NA,NA,NA,NA,NA,136.69732359559,128.612251889227,NA,134.80384158756,NA,135.567191414512,133.0854442,135.0682335,NA,NA,NA,NA,NA,NA,38.4629032297761,NA,39.9764728114247,38.57056696,40.163436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5635001177985,NA,NA,60.1389594964023,NA,55.2902287215203,60.78046935,61.85267209,59.03234349,61.75037457,61.8267261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.2848793925544,NA,94.978426017106,NA,85.6639340098215,94.45477275,107.2217207,75.70076186,96.44071388,102.5086323,1.68575215724149,0,0,32.08
"97","19-18156",3,"02-19463-7/12-21660//12-8545",58.940034222118,134.696902570012,88.6253570584962,36.6258226870542,85.5009853294927,1.03031174510777,13.1257492930598,492.572875396824,NA,NA,NA,1.01708720156207,NA,NA,22.4770458534144,NA,5.97949015426174,NA,NA,NA,NA,NA,NA,137.860197256789,130.937482062224,NA,137.333605584469,NA,136.705616638287,134.3686472,135.9855328,NA,NA,NA,NA,NA,NA,37.4815607413166,NA,39.1434211853142,38.08064296,37.27885388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2004689396397,NA,NA,58.567147841595,NA,54.8793358912724,61.37284801,60.72604044,58.74544495,61.31053901,61.67834239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4875415219338,NA,87.5591779864602,NA,84.9577362365677,91.79896505,103.6776828,74.66974174,94.63522204,103.2564759,2.68294559167278,0,0,29.81
"98","19-18157",3,"02-19463-7/12-21660//12-8545",59.3959084375791,133.603943297132,83.024564351053,36.4251758255398,82.344167907768,0.642032778539948,10.0182217197408,489.486060897797,NA,NA,NA,0.515795300024622,NA,NA,17.1079014707301,NA,7.07892289600785,NA,NA,NA,NA,NA,NA,135.824803757996,128.200900487636,NA,136.888074622967,NA,136.318171196619,133.1064849,134.9845229,NA,NA,NA,NA,NA,NA,37.9955333453214,NA,38.5408298257098,38.78864654,35.47773887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3943222894466,NA,NA,NA,NA,55.2590049750518,61.0015785,61.55736468,59.35289229,62.12185303,62.15157605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.1121334003219,NA,NA,NA,80.5086400320016,91.29903376,94.04117421,75.52601247,96.96046916,96.36092049,1.93505051584932,0,0,31.26
"99","19-18725",3,"10-19464/07-4415//13-4164",58.9105470576592,132.953487492555,89.3603623695387,36.208569610848,85.4741845401553,1.08691999464822,23.4767582885031,494.008385660502,NA,NA,NA,0.846179994352992,NA,NA,45.1888310384693,NA,23.1932043276593,NA,NA,NA,NA,NA,NA,135.604715298911,125.356801952249,NA,134.892850110131,NA,136.146156545125,132.0954557,134.8640426,NA,NA,NA,NA,NA,NA,35.4476187981541,NA,39.1211763794212,38.41077556,36.57191006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.361625589674,NA,NA,58.7281960645612,NA,55.2795946282093,59.56017706,61.05644748,57.3640233,61.94891147,62.16316849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.3185725364968,NA,84.533184032353,NA,87.134672227041,79.51696484,102.271478,67.39826019,104.5910584,105.0549677,1.93505051584932,0,0,31.78
"100","19-18826",3,"10-19464/11-36131//P0762A1-2-8",58.7220773900913,133.523094749626,87.600423524783,38.3434391794615,86.7222040332026,0.955700806499843,13.6354991809427,506.792521972376,NA,NA,NA,0.893481731840633,NA,NA,24.327107809557,NA,7.87305623457499,NA,NA,NA,NA,NA,NA,136.052470165723,128.895867847487,NA,134.087884157785,NA,135.925705027912,134.0255773,133.5761069,NA,NA,NA,NA,NA,NA,40.346578869156,NA,39.5844263818522,40.64521157,40.36411418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4275910037594,NA,NA,58.552473332224,NA,53.994702856051,60.49973434,61.30354337,59.26732975,61.48751552,61.328991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9564101978173,NA,90.5005268449058,NA,83.6121743069505,93.03400681,105.0839577,78.01126363,105.9234739,100.9836595,2.43364723306496,0,0,31.68
"101","19-18832",3,"10-19464/11-36131//P0762A1-2-8",58.7843436284179,133.644643783378,80.4266862561093,36.7488081744652,78.5697335906665,0.562995977256387,9.960282480877,469.150331140152,NA,NA,NA,0.399349739601022,NA,NA,14.7246072071635,NA,9.83896470316231,NA,NA,NA,NA,NA,NA,136.285576724037,128.689150252154,NA,136.653508265517,NA,136.014089927023,133.3646069,134.8514726,NA,NA,NA,NA,NA,NA,37.4878736399261,NA,38.7628781522404,38.139308,38.55131019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6261320491615,NA,NA,59.5798079928849,NA,NA,59.86640637,61.77688587,58.11374725,61.38145854,61.63591607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.0696991647209,NA,90.6619302377814,NA,NA,75.53433036,88.20608083,65.386984,92.40856969,94.60246764,1.93505051584932,0,0,32.65
"102","19-18837",3,"10-19464/11-36131//P0762A1-2-8",59.0999401684567,133.929160147412,87.6812963917782,37.2747456028377,87.6858357530146,0.603564573179849,7.53599871722328,520.376140063882,NA,NA,NA,0.519785891848857,NA,NA,6.16758469164146,NA,6.70246390254004,NA,NA,NA,NA,NA,NA,135.991631644697,129.133730718274,NA,135.241881869765,NA,136.584378838552,133.240945,135.3638618,NA,NA,NA,NA,NA,NA,38.1377413400499,NA,38.6168315193849,39.07446231,39.19765141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9048514767705,NA,NA,59.6533181395656,NA,55.0429663864212,61.00147202,61.94049108,57.86921819,61.76301298,62.1681554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2569860220723,NA,100.142191582427,NA,83.0943834250229,106.0920492,106.1622158,69.53930427,93.58631774,101.8314043,3.68013902610407,0,0,29.87
"103","19-18957",3,"10-19464/11-36131//07-4415",58.4445840343099,131.094116085036,81.1863435190922,36.8451497402458,80.729585947806,0.539905432959902,7.42537677728965,497.523715145153,NA,NA,NA,0.411046561394511,NA,NA,4.31304258791329,NA,9.96139538211341,NA,NA,NA,NA,NA,NA,134.503152047971,124.252930280096,NA,131.59054551508,NA,132.133940134099,131.0833863,133.3466681,NA,NA,NA,NA,NA,NA,38.3403416176856,NA,39.1415051705031,37.53347421,40.11747809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0730223628497,NA,NA,58.9946264810295,NA,53.7507517576498,60.17720566,59.82471054,57.99090339,60.55563336,61.62888002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.3402436394232,NA,81.0544966818497,NA,88.4292472271394,81.04056311,89.49821558,85.48651043,89.31282706,89.04321062,2.68294559167278,0,0,31.5
"104","19-19146",3,"10-19464/11-36131//12-8545",58.5926772912783,134.303393894243,86.0678605725362,38.1794909849412,83.9156220028905,0.646051542434705,10.9900980594649,493.807791748807,NA,NA,NA,0.497775700197083,NA,NA,14.1613515291348,NA,11.7408433217766,NA,NA,NA,NA,NA,NA,137.59269563619,130.05781478082,NA,136.001896518479,NA,136.990706990087,133.5695023,135.526957,NA,NA,NA,NA,NA,NA,40.3955911734082,NA,42.0456766818013,37.27916444,40.79387993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3477418275761,NA,NA,59.1365496177817,NA,54.8563090653793,58.28446456,60.88274576,57.07019315,61.74808219,61.30292362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.6228602828011,NA,93.737161336127,NA,78.4636111713808,83.57979358,100.9223011,79.27692964,89.9029116,102.8684952,2.18434887445714,0,0,30.71
"105","19-19159",3,"10-19464/11-36131//12-8545",59.4440257193318,133.031277591797,79.8306666272265,37.0371648301235,78.734781409168,0.63903783815646,8.46446649186788,473.221199563348,NA,NA,NA,0.549660404673724,NA,NA,13.3246615113437,NA,4.60925908342968,NA,NA,NA,NA,NA,NA,136.092505946286,125.657430935733,NA,134.661131879448,NA,135.05988994772,133.1075301,134.896627,NA,NA,NA,NA,NA,NA,37.2893091132791,NA,39.9441077224618,39.21343258,36.84474374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6888783418315,NA,NA,59.9052892911607,NA,55.5956425188029,61.260583,61.55109815,58.44782088,61.70394505,62.23509305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.366757012563,NA,86.3044618776836,NA,73.7625391929378,88.21860696,98.02851764,67.34480867,78.93152186,96.60628373,1.93505051584932,0,0,29.15
"106","19-19205",3,"10-19464/11-36131//13-21676",59.1966328619359,133.158981409937,84.9301751906153,34.0473004305894,84.9075398951364,0.993622012575939,13.9285479492948,497.84365133518,NA,NA,NA,0.942691506515375,NA,NA,25.7993462517267,NA,7.20172343653571,NA,NA,NA,NA,NA,NA,134.606749999257,128.173241584569,NA,134.40892765106,NA,135.257475688285,132.8604677,134.8894352,NA,NA,NA,NA,NA,NA,34.0374591537386,NA,36.154486036981,35.59854584,32.40906802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6038159624767,NA,NA,59.1186681161466,NA,56.3271668958481,61.46054804,60.98383101,57.55752835,61.64709776,61.67079062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.937423856804,NA,88.9901341020209,NA,81.0227786527984,94.26387385,98.04627898,68.52052002,103.9955651,96.83768617,2.43364723306496,0,0,35.15
"107","19-20069",3,"11-6610/07-4415//12-8545",58.8254963038031,133.168682907611,83.7393851835239,38.2674854313051,81.7297504355742,0.609113042739201,7.78440728940507,490.40717902779,NA,NA,NA,0.521935841917918,NA,NA,8.6408845154042,NA,5.88045929589336,NA,NA,NA,NA,NA,NA,134.944255917993,128.327079648173,NA,134.169050768488,NA,135.306724366164,132.5558403,134.5484983,NA,NA,NA,NA,NA,NA,39.0274500728703,NA,41.7533345770866,40.40922256,37.86415166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5699048854404,NA,NA,58.8801205546929,NA,54.9099958187312,60.14111677,61.28178882,57.7540082,61.4633203,61.96434856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2484868928291,NA,88.0876907699672,NA,77.5013309847169,92.71947661,92.87567416,72.04975177,91.58978899,100.0652602,1.43645379863367,0,0,30.3
