site,loc,year,study,germplasmName,trait,predicted.value
Lay_22,Lay,22,YT_Lay_22,IL2021-34260,Grain.test.weight...lbs.bu,55.9
Lay_22,Lay,22,YT_Lay_22,Hilliard,Grain.test.weight...lbs.bu,53.5
Lay_22,Lay,22,YT_Lay_22,IL2021-13321,Grain.test.weight...lbs.bu,57.1
Lay_22,Lay,22,YT_Lay_22,IL2021-16120,Grain.test.weight...lbs.bu,55.4
Lay_22,Lay,22,YT_Lay_22,IL2021-11962,Grain.test.weight...lbs.bu,55.5
Lay_22,Lay,22,YT_Lay_22,IL2021-45172,Grain.test.weight...lbs.bu,53.5
Lay_22,Lay,22,YT_Lay_22,IL2021-11622,Grain.test.weight...lbs.bu,57.3
Lay_22,Lay,22,YT_Lay_22,AG0762,Grain.test.weight...lbs.bu,52.2
Lay_22,Lay,22,YT_Lay_22,IL2021-25818,Grain.test.weight...lbs.bu,58.5
Lay_22,Lay,22,YT_Lay_22,IL2021-16728,Grain.test.weight...lbs.bu,54.2
Lay_22,Lay,22,YT_Lay_22,IL2021-16944,Grain.test.weight...lbs.bu,55.5
Lay_22,Lay,22,YT_Lay_22,IL2021-17534,Grain.test.weight...lbs.bu,56.1
Lay_22,Lay,22,YT_Lay_22,IL2021-4674,Grain.test.weight...lbs.bu,50.9
Lay_22,Lay,22,YT_Lay_22,IL2021-31547,Grain.test.weight...lbs.bu,57.3
Lay_22,Lay,22,YT_Lay_22,IL2021-34252,Grain.test.weight...lbs.bu,58.5
Lay_22,Lay,22,YT_Lay_22,IL2021-27611,Grain.test.weight...lbs.bu,58.2
Lay_22,Lay,22,YT_Lay_22,IL2021-31368,Grain.test.weight...lbs.bu,55.3
Lay_22,Lay,22,YT_Lay_22,IL2021-4310,Grain.test.weight...lbs.bu,56.0
Lay_22,Lay,22,YT_Lay_22,IL2021-29957,Grain.test.weight...lbs.bu,55.3
Lay_22,Lay,22,YT_Lay_22,IL2021-1763,Grain.test.weight...lbs.bu,52.5
Lay_22,Lay,22,YT_Lay_22,IL2021-43945,Grain.test.weight...lbs.bu,52.3
Lay_22,Lay,22,YT_Lay_22,IL2021-27364,Grain.test.weight...lbs.bu,57.3
Lay_22,Lay,22,YT_Lay_22,IL2021-31432,Grain.test.weight...lbs.bu,56.7
Lay_22,Lay,22,YT_Lay_22,IL2021-39636,Grain.test.weight...lbs.bu,57.6
Lay_22,Lay,22,YT_Lay_22,Hilliard,Grain.test.weight...lbs.bu,49.2
Lay_22,Lay,22,YT_Lay_22,IL2021-30369,Grain.test.weight...lbs.bu,57.3
Lay_22,Lay,22,YT_Lay_22,IL2021-33944,Grain.test.weight...lbs.bu,54.5
Lay_22,Lay,22,YT_Lay_22,IL2021-41355,Grain.test.weight...lbs.bu,55.2
Lay_22,Lay,22,YT_Lay_22,IL2021-26639,Grain.test.weight...lbs.bu,56.6
Lay_22,Lay,22,YT_Lay_22,IL2021-4047,Grain.test.weight...lbs.bu,55.6
Lay_22,Lay,22,YT_Lay_22,IL2021-16642,Grain.test.weight...lbs.bu,52.6
Lay_22,Lay,22,YT_Lay_22,IL2021-21078,Grain.test.weight...lbs.bu,56.1
Lay_22,Lay,22,YT_Lay_22,Becks 726,Grain.test.weight...lbs.bu,53.8
Lay_22,Lay,22,YT_Lay_22,IL2021-37516,Grain.test.weight...lbs.bu,55.8
Lay_22,Lay,22,YT_Lay_22,IL2021-26075,Grain.test.weight...lbs.bu,57.2
Lay_22,Lay,22,YT_Lay_22,IL2021-3927,Grain.test.weight...lbs.bu,52.0
