p1,p2,crossN,reciprocalNm,netMerit,cross,reciprocal,Grain.test.weight...lbs.bu,Grain.yield...bu.ac,Heading.time...Julian.date..JD..,Plant.height.inches,FHB.DON.content...ppm.,FHB.grain.incidence.....,select,rank,relValue
12,13,12 x 13,13 x 12,515.3,2020-5376 x 2020-2334,2020-2334 x 2020-5376,57.6,85.9,130.8,36.9,1.2,0,0,328,101
27,35,27 x 35,35 x 27,512.8,19-14856 x 17-23874,17-23874 x 19-14856,57.9,85.9,131.8,37.1,1.3,0,0,362,100
26,34,26 x 34,34 x 26,511.6,19-16136 x 17-23904,17-23904 x 19-16136,58,85.9,132.3,36.6,1.3,0,0,381,100
16,33,16 x 33,33 x 16,511.4,2020-16758 x 18-14535,18-14535 x 2020-16758,57.6,85.9,132.1,36,1,0,0,386,100
30,36,30 x 36,36 x 30,510.4,US17-IL-111-005 x 16-36752,16-36752 x US17-IL-111-005,57.8,85.9,132,37,1.3,0,0,405,100
7,13,7 x 13,13 x 7,496.3,IL16LCSDH-06-T-2661-228 x 2020-2334,2020-2334 x IL16LCSDH-06-T-2661-228,57,85.9,132.2,36.7,1.3,0,0,610,97
34,35,34 x 35,35 x 34,495.5,17-23904 x 17-23874,17-23874 x 17-23904,58,85.9,133.1,37.1,2,0,0,615,97
2,33,2 x 33,33 x 2,518,IL16LCSDH-09-T-2664-23 x 18-14535,18-14535 x IL16LCSDH-09-T-2664-23,59,85.8,132.5,36,0.9,0,1,133,101
18,25,18 x 25,25 x 18,516,2020-15256 x 19-18153,19-18153 x 2020-15256,58.5,85.8,132,36.9,1.1,0,1,149,101
3,23,3 x 23,23 x 3,519.7,IL16LCSDH-09-T-2664-20 x 19-21848,19-21848 x IL16LCSDH-09-T-2664-20,59,85.8,132.2,35.9,0.9,0,0,247,101
9,11,9 x 11,11 x 9,519.1,IL16LCSDH-01-T-863-58 x 2020-6148,2020-6148 x IL16LCSDH-01-T-863-58,59.1,85.8,132.7,37.8,0.7,0,0,259,101
4,23,4 x 23,23 x 4,518.4,IL16LCSDH-08-T-2663-55 x 19-21848,19-21848 x IL16LCSDH-08-T-2663-55,58.9,85.8,131.7,36.9,1.1,0,0,269,101
11,24,11 x 24,24 x 11,518.3,2020-6148 x 19-20348,19-20348 x 2020-6148,58.3,85.8,131.9,37.7,1.1,0,0,272,101
17,23,17 x 23,23 x 17,515.9,2020-16738 x 19-21848,19-21848 x 2020-16738,57.6,85.8,131.4,36.1,1,0,0,314,101
2,25,2 x 25,25 x 2,512.6,IL16LCSDH-09-T-2664-23 x 19-18153,19-18153 x IL16LCSDH-09-T-2664-23,59.2,85.8,133.3,36.3,1,0,0,365,100
7,22,7 x 22,22 x 7,508.7,IL16LCSDH-06-T-2661-228 x 19-6637,19-6637 x IL16LCSDH-06-T-2661-228,58,85.8,132.8,36,1.3,0,0,446,99
24,27,24 x 27,27 x 24,529.5,19-20348 x 19-14856,19-14856 x 19-20348,58.1,85.7,130.4,36.4,0.9,0,1,15,103
18,33,18 x 33,33 x 18,521.4,2020-15256 x 18-14535,18-14535 x 2020-15256,58.3,85.7,131.3,36.5,1,0,1,100,102
12,22,12 x 22,22 x 12,517.1,2020-5376 x 19-6637,19-6637 x 2020-5376,58.6,85.7,131.5,36.2,1.2,0,1,138,101
17,25,17 x 25,25 x 17,512.7,2020-16738 x 19-18153,19-18153 x 2020-16738,58,85.7,132.4,36.3,1.1,0,1,178,100
10,13,10 x 13,13 x 10,518,2020-6205 x 2020-2334,2020-2334 x 2020-6205,57.9,85.7,131.3,37.7,1.1,0,0,277,101
3,25,3 x 25,25 x 3,511.3,IL16LCSDH-09-T-2664-20 x 19-18153,19-18153 x IL16LCSDH-09-T-2664-20,59.3,85.7,133.1,36.2,1,0,0,387,100
13,26,13 x 26,26 x 13,510.9,2020-2334 x 19-16136,19-16136 x 2020-2334,57.6,85.7,131.9,37.1,1,0,0,396,100
24,34,24 x 34,34 x 24,510.8,19-20348 x 17-23904,17-23904 x 19-20348,58.2,85.7,131.7,36.4,1.5,0,0,398,100
5,37,5 x 37,37 x 5,509.6,IL16LCSDH-08-T-2663-21 x 16-23972,16-23972 x IL16LCSDH-08-T-2663-21,58.3,85.7,132.9,36.8,1.2,0,0,424,99
36,37,36 x 37,37 x 36,507.9,16-36752 x 16-23972,16-23972 x 16-36752,57.8,85.7,132.7,36.4,1.2,0,0,455,99
7,20,7 x 20,20 x 7,507.1,IL16LCSDH-06-T-2661-228 x 2020-13902,2020-13902 x IL16LCSDH-06-T-2661-228,57.3,85.7,132.2,36.5,0.9,0,0,472,99
7,19,7 x 19,19 x 7,498.8,IL16LCSDH-06-T-2661-228 x 2020-14116,2020-14116 x IL16LCSDH-06-T-2661-228,57.3,85.7,132.9,36.6,1.1,0,0,586,97
13,35,13 x 35,35 x 13,494.4,2020-2334 x 17-23874,17-23874 x 2020-2334,57.5,85.7,132.7,37.5,1.7,0,0,621,97
9,27,9 x 27,27 x 9,530.3,IL16LCSDH-01-T-863-58 x 19-14856,19-14856 x IL16LCSDH-01-T-863-58,59,85.6,131.1,36.4,0.6,0,1,11,104
12,20,12 x 20,20 x 12,526.1,2020-5376 x 2020-13902,2020-13902 x 2020-5376,57.9,85.6,130.9,36.6,0.8,0,1,43,103
12,19,12 x 19,19 x 12,517.8,2020-5376 x 2020-14116,2020-14116 x 2020-5376,57.9,85.6,131.6,36.7,1,0,1,136,101
12,14,12 x 14,14 x 12,520.1,2020-5376 x 2020-2010,2020-2010 x 2020-5376,57.8,85.6,130.9,35.9,1,0,0,238,102
3,33,3 x 33,33 x 3,516.7,IL16LCSDH-09-T-2664-20 x 18-14535,18-14535 x IL16LCSDH-09-T-2664-20,59,85.6,132.4,35.8,0.9,0,0,304,101
4,33,4 x 33,33 x 4,515.5,IL16LCSDH-08-T-2663-55 x 18-14535,18-14535 x IL16LCSDH-08-T-2663-55,58.9,85.6,131.9,36.8,1.1,0,0,323,101
17,33,17 x 33,33 x 17,513.5,2020-16738 x 18-14535,18-14535 x 2020-16738,57.7,85.6,131.6,36,1.1,0,0,351,100
9,34,9 x 34,34 x 9,511.6,IL16LCSDH-01-T-863-58 x 17-23904,17-23904 x IL16LCSDH-01-T-863-58,59.1,85.6,132.4,36.5,1.2,0,0,382,100
4,25,4 x 25,25 x 4,510.1,IL16LCSDH-08-T-2663-55 x 19-18153,19-18153 x IL16LCSDH-08-T-2663-55,59.2,85.6,132.7,37.1,1.2,0,0,417,100
15,23,15 x 23,23 x 15,506,2020-1956 x 19-21848,19-21848 x 2020-1956,57.4,85.6,132.2,36.4,1,0,0,487,99
7,31,7 x 31,31 x 7,501.8,IL16LCSDH-06-T-2661-228 x US16-IL-063-063,US16-IL-063-063 x IL16LCSDH-06-T-2661-228,57.3,85.6,132,35.1,1.3,0,0,551,98
7,14,7 x 14,14 x 7,501.2,IL16LCSDH-06-T-2661-228 x 2020-2010,2020-2010 x IL16LCSDH-06-T-2661-228,57.2,85.6,132.3,35.8,1.1,0,0,558,98
11,27,11 x 27,27 x 11,528.7,2020-6148 x 19-14856,19-14856 x 2020-6148,58.3,85.5,130.6,37.9,0.8,0,1,21,103
10,20,10 x 20,20 x 10,525.9,2020-6205 x 2020-13902,2020-13902 x 2020-6205,58.2,85.5,131.3,37.4,0.7,0,1,46,103
20,26,20 x 26,26 x 20,521.6,2020-13902 x 19-16136,19-16136 x 2020-13902,57.8,85.5,132,36.8,0.6,0,1,99,102
12,31,12 x 31,31 x 12,520.7,2020-5376 x US16-IL-063-063,US16-IL-063-063 x 2020-5376,58,85.5,130.7,35.3,1.2,0,1,111,102
9,13,9 x 13,13 x 9,518.5,IL16LCSDH-01-T-863-58 x 2020-2334,2020-2334 x IL16LCSDH-01-T-863-58,58.6,85.5,132,36.9,0.9,0,1,128,101
10,19,10 x 19,19 x 10,517.8,2020-6205 x 2020-14116,2020-14116 x 2020-6205,58.2,85.5,132,37.6,0.9,0,0,282,101
10,22,10 x 22,22 x 10,515.5,2020-6205 x 19-6637,19-6637 x 2020-6205,58.9,85.5,132,37,1.1,0,0,322,101
21,32,21 x 32,32 x 21,515.4,19-6704 x 18MSFRS-18,18MSFRS-18 x 19-6704,57.9,85.5,132.5,36.9,0.8,0,0,325,101
22,26,22 x 26,26 x 22,514.3,19-6637 x 19-16136,19-16136 x 19-6637,58.5,85.5,132.6,36.4,1,0,0,337,100
19,26,19 x 26,26 x 19,513.4,2020-14116 x 19-16136,19-16136 x 2020-14116,57.8,85.5,132.7,37,0.8,0,0,354,100
13,24,13 x 24,24 x 13,513.3,2020-2334 x 19-20348,19-20348 x 2020-2334,57.7,85.5,131.3,36.9,1.2,0,0,355,100
11,34,11 x 34,34 x 11,510,2020-6148 x 17-23904,17-23904 x 2020-6148,58.4,85.5,131.9,37.9,1.4,0,0,419,100
20,35,20 x 35,35 x 20,505.2,2020-13902 x 17-23874,17-23874 x 2020-13902,57.8,85.5,132.7,37.3,1.2,0,0,501,99
15,33,15 x 33,33 x 15,503.6,2020-1956 x 18-14535,18-14535 x 2020-1956,57.5,85.5,132.4,36.4,1.1,0,0,529,98
15,25,15 x 25,25 x 15,502.8,2020-1956 x 19-18153,19-18153 x 2020-1956,57.7,85.5,133.2,36.7,1.2,0,0,542,98
22,35,22 x 35,35 x 22,498.9,19-6637 x 17-23874,17-23874 x 19-6637,58.5,85.5,133.4,36.8,1.6,0,0,584,97
19,35,19 x 35,35 x 19,496.9,2020-14116 x 17-23874,17-23874 x 2020-14116,57.8,85.5,133.5,37.4,1.5,0,0,601,97
10,14,10 x 14,14 x 10,521.2,2020-6205 x 2020-2010,2020-2010 x 2020-6205,58.1,85.4,131.4,36.8,0.9,0,1,105,102
27,34,27 x 34,34 x 27,521.2,19-14856 x 17-23904,17-23904 x 19-14856,58.3,85.4,130.4,36.6,1.3,0,0,220,102
1,21,1 x 21,21 x 1,520.1,IL16LCSDH-09-T-2664-28 x 19-6704,19-6704 x IL16LCSDH-09-T-2664-28,58.5,85.4,132.1,36.8,0.7,0,0,237,102
10,31,10 x 31,31 x 10,519.6,2020-6205 x US16-IL-063-063,US16-IL-063-063 x 2020-6205,58.2,85.4,131.1,36.1,1.1,0,0,250,101
26,31,26 x 31,31 x 26,516.3,19-16136 x US16-IL-063-063,US16-IL-063-063 x 19-16136,57.9,85.4,131.8,35.5,1,0,0,309,101
11,13,11 x 13,13 x 11,516,2020-6148 x 2020-2334,2020-2334 x 2020-6148,57.9,85.4,131.6,38.4,1.1,0,0,313,101
14,26,14 x 26,26 x 14,515.7,2020-2010 x 19-16136,19-16136 x 2020-2010,57.8,85.4,132,36.2,0.8,0,0,318,101
22,24,22 x 24,24 x 22,513.4,19-6637 x 19-20348,19-20348 x 19-6637,58.7,85.4,131.9,36.1,1.2,0,0,353,100
31,35,31 x 35,35 x 31,499.9,US16-IL-063-063 x 17-23874,17-23874 x US16-IL-063-063,57.8,85.4,132.5,35.9,1.6,0,0,576,98
14,35,14 x 35,35 x 14,499.3,2020-2010 x 17-23874,17-23874 x 2020-2010,57.7,85.4,132.8,36.6,1.4,0,0,582,97
6,21,6 x 21,21 x 6,496.9,IL16LCSDH-07-T-2662-202 x 19-6704,19-6704 x IL16LCSDH-07-T-2662-202,57.2,85.4,132.3,36.7,1.3,0,0,603,97
13,27,13 x 27,27 x 13,525,2020-2334 x 19-14856,19-14856 x 2020-2334,57.8,85.3,130,37,0.9,0,1,55,102
9,20,9 x 20,20 x 9,524.6,IL16LCSDH-01-T-863-58 x 2020-13902,2020-13902 x IL16LCSDH-01-T-863-58,58.9,85.3,132,36.6,0.5,0,1,61,102
20,24,20 x 24,24 x 20,523.8,2020-13902 x 19-20348,19-20348 x 2020-13902,58,85.3,131.3,36.6,0.8,0,1,72,102
9,19,9 x 19,19 x 9,516.5,IL16LCSDH-01-T-863-58 x 2020-14116,2020-14116 x IL16LCSDH-01-T-863-58,58.9,85.3,132.8,36.8,0.7,0,0,306,101
19,24,19 x 24,24 x 19,515.7,2020-14116 x 19-20348,19-20348 x 2020-14116,58,85.3,132,36.7,1,0,0,319,101
9,22,9 x 22,22 x 9,514.2,IL16LCSDH-01-T-863-58 x 19-6637,19-6637 x IL16LCSDH-01-T-863-58,59.6,85.3,132.7,36.2,0.9,0,0,338,100
13,34,13 x 34,34 x 13,507.7,2020-2334 x 17-23904,17-23904 x 2020-2334,57.9,85.3,131.3,37.1,1.6,0,0,459,99
16,21,16 x 21,21 x 16,500.5,2020-16758 x 19-6704,19-6704 x 2020-16758,56.9,85.3,131.8,36.9,0.9,0,0,569,98
8,32,8 x 32,32 x 8,497.3,IL16LCSDH-06-T-2661-17 x 18MSFRS-18,18MSFRS-18 x IL16LCSDH-06-T-2661-17,58.2,85.3,134.3,36.6,1.4,0,0,598,97
12,23,12 x 23,23 x 12,522.4,2020-5376 x 19-21848,19-21848 x 2020-5376,58,85.2,130.7,35.9,1,0,1,90,102
9,14,9 x 14,14 x 9,519.9,IL16LCSDH-01-T-863-58 x 2020-2010,2020-2010 x IL16LCSDH-01-T-863-58,58.8,85.2,132.1,36,0.7,0,0,242,101
14,24,14 x 24,24 x 14,518.1,2020-2010 x 19-20348,19-20348 x 2020-2010,57.9,85.2,131.4,35.9,1,0,0,275,101
2,21,2 x 21,21 x 2,517.9,IL16LCSDH-09-T-2664-23 x 19-6704,19-6704 x IL16LCSDH-09-T-2664-23,58.3,85.2,132.3,36.8,0.7,0,0,280,101
24,31,24 x 31,31 x 24,517.5,19-20348 x US16-IL-063-063,US16-IL-063-063 x 19-20348,58.1,85.2,131.1,35.3,1.2,0,0,287,101
11,19,11 x 19,19 x 11,514.9,2020-6148 x 2020-14116,2020-14116 x 2020-6148,58.2,85.2,132.3,38.3,0.9,0,0,333,101
11,22,11 x 22,22 x 11,512.7,2020-6148 x 19-6637,19-6637 x 2020-6148,58.9,85.2,132.2,37.7,1.1,0,0,364,100
7,23,7 x 23,23 x 7,503.8,IL16LCSDH-06-T-2661-228 x 19-21848,19-21848 x IL16LCSDH-06-T-2661-228,57.4,85.2,132.1,35.8,1.1,0,0,524,98
1,8,1 x 8,8 x 1,500.3,IL16LCSDH-09-T-2664-28 x IL16LCSDH-06-T-2661-17,IL16LCSDH-06-T-2661-17 x IL16LCSDH-09-T-2664-28,58.8,85.2,133.9,36.5,1.3,0,0,571,98
8,16,8 x 16,16 x 8,485.9,IL16LCSDH-06-T-2661-17 x 2020-16758,2020-16758 x IL16LCSDH-06-T-2661-17,57.3,85.2,133.6,36.6,1.4,0,0,656,95
6,8,6 x 8,8 x 6,482.3,IL16LCSDH-07-T-2662-202 x IL16LCSDH-06-T-2661-17,IL16LCSDH-06-T-2661-17 x IL16LCSDH-07-T-2662-202,57.5,85.2,134.1,36.3,1.8,0,0,659,94
22,27,22 x 27,27 x 22,523.8,19-6637 x 19-14856,19-14856 x 19-6637,58.8,85.1,130.7,36.3,0.9,0,1,71,102
12,25,12 x 25,25 x 12,514,2020-5376 x 19-18153,19-18153 x 2020-5376,58.3,85.1,131.7,36.2,1.1,0,1,170,100
11,20,11 x 20,20 x 11,523,2020-6148 x 2020-13902,2020-13902 x 2020-6148,58.2,85.1,131.6,38.1,0.7,0,0,196,102
9,31,9 x 31,31 x 9,518.3,IL16LCSDH-01-T-863-58 x US16-IL-063-063,US16-IL-063-063 x IL16LCSDH-01-T-863-58,58.9,85.1,131.8,35.3,0.9,0,0,270,101
11,14,11 x 14,14 x 11,518.3,2020-6148 x 2020-2010,2020-2010 x 2020-6148,58.1,85.1,131.7,37.5,0.9,0,0,271,101
18,21,18 x 21,21 x 18,515.3,2020-15256 x 19-6704,19-6704 x 2020-15256,57.6,85.1,131,37.4,0.9,0,0,330,101
19,34,19 x 34,34 x 19,507.5,2020-14116 x 17-23904,17-23904 x 2020-14116,58.2,85.1,132.1,36.9,1.4,0,0,464,99
22,34,22 x 34,34 x 22,505.2,19-6637 x 17-23904,17-23904 x 19-6637,58.9,85.1,132,36.4,1.6,0,0,500,99
7,33,7 x 33,33 x 7,501.4,IL16LCSDH-06-T-2661-228 x 18-14535,18-14535 x IL16LCSDH-06-T-2661-228,57.4,85.1,132.3,35.7,1.1,0,0,556,98
7,25,7 x 25,25 x 7,500.6,IL16LCSDH-06-T-2661-228 x 19-18153,19-18153 x IL16LCSDH-06-T-2661-228,57.7,85.1,133,36.1,1.2,0,0,567,98
20,27,20 x 27,27 x 20,534.1,2020-13902 x 19-14856,19-14856 x 2020-13902,58.1,85,130,36.8,0.5,0,1,3,104
19,27,19 x 27,27 x 19,526.1,2020-14116 x 19-14856,19-14856 x 2020-14116,58.1,85,130.7,36.9,0.7,0,1,42,103
12,33,12 x 33,33 x 12,519.4,2020-5376 x 18-14535,18-14535 x 2020-5376,58.1,85,131,35.8,1,0,1,122,101
20,34,20 x 34,34 x 20,515.5,2020-13902 x 17-23904,17-23904 x 2020-13902,58.2,85,131.3,36.8,1.2,0,1,153,101
10,23,10 x 23,23 x 10,520.8,2020-6205 x 19-21848,19-21848 x 2020-6205,58.3,85,131.2,36.7,0.9,0,0,229,102
23,26,23 x 26,26 x 23,518.3,19-21848 x 19-16136,19-16136 x 19-21848,57.9,85,131.8,36.2,0.7,0,0,273,101
11,31,11 x 31,31 x 11,516.8,2020-6148 x US16-IL-063-063,US16-IL-063-063 x 2020-6148,58.3,85,131.4,36.8,1.1,0,0,300,101
3,21,3 x 21,21 x 3,516.6,IL16LCSDH-09-T-2664-20 x 19-6704,19-6704 x IL16LCSDH-09-T-2664-20,58.4,85,132.2,36.7,0.8,0,0,305,101
4,21,4 x 21,21 x 4,515.3,IL16LCSDH-08-T-2663-55 x 19-6704,19-6704 x IL16LCSDH-08-T-2663-55,58.3,85,131.7,37.6,1,0,0,326,101
14,34,14 x 34,34 x 14,510.9,2020-2010 x 17-23904,17-23904 x 2020-2010,58.1,85,131.4,36.2,1.4,0,0,397,100
17,21,17 x 21,21 x 17,502.6,2020-16738 x 19-6704,19-6704 x 2020-16738,57,85,131.4,36.8,0.9,0,0,544,98
23,35,23 x 35,35 x 23,501.9,19-21848 x 17-23874,17-23874 x 19-21848,57.9,85,132.6,36.6,1.4,0,0,550,98
2,8,2 x 8,8 x 2,498.1,IL16LCSDH-09-T-2664-23 x IL16LCSDH-06-T-2661-17,IL16LCSDH-06-T-2661-17 x IL16LCSDH-09-T-2664-23,58.6,85,134.1,36.5,1.3,0,0,591,97
14,27,14 x 27,27 x 14,529.5,2020-2010 x 19-14856,19-14856 x 2020-2010,58,84.9,130.1,36.1,0.7,0,1,14,103
27,31,27 x 31,31 x 27,527.9,19-14856 x US16-IL-063-063,US16-IL-063-063 x 19-14856,58.1,84.9,129.8,35.4,0.9,0,1,26,103
13,20,13 x 20,20 x 13,517.3,2020-2334 x 2020-13902,2020-13902 x 2020-2334,57.7,84.9,130.9,37.2,0.8,0,0,291,101
10,25,10 x 25,25 x 10,512.4,2020-6205 x 19-18153,19-18153 x 2020-6205,58.6,84.9,132.1,37,1,0,0,366,100
13,22,13 x 22,22 x 13,512.1,2020-2334 x 19-6637,19-6637 x 2020-2334,58.4,84.9,131.6,36.8,1.2,0,0,372,100
25,26,25 x 26,26 x 25,511.1,19-18153 x 19-16136,19-16136 x 19-18153,58.2,84.9,132.8,36.4,0.9,0,0,391,100
30,32,30 x 32,32 x 30,510.7,US17-IL-111-005 x 18MSFRS-18,18MSFRS-18 x US17-IL-111-005,58.2,84.9,132.6,36.5,1,0,0,401,100
29,36,29 x 36,36 x 29,510.2,US17-IL-111-006 x 16-36752,16-36752 x US17-IL-111-006,58.3,84.9,131.5,36.6,1.4,0,0,412,100
31,34,31 x 34,34 x 31,509.3,US16-IL-063-063 x 17-23904,17-23904 x US16-IL-063-063,58.2,84.9,131.1,35.5,1.5,0,0,433,99
13,19,13 x 19,19 x 13,509.1,2020-2334 x 2020-14116,2020-14116 x 2020-2334,57.7,84.9,131.7,37.4,1.1,0,0,436,99
5,29,5 x 29,29 x 5,508.9,IL16LCSDH-08-T-2663-21 x US17-IL-111-006,US17-IL-111-006 x IL16LCSDH-08-T-2663-21,58.7,84.9,131.7,37,1.4,0,0,440,99
8,18,8 x 18,18 x 8,500.6,IL16LCSDH-06-T-2661-17 x 2020-15256,2020-15256 x IL16LCSDH-06-T-2661-17,57.9,84.9,132.8,37.1,1.5,0,0,565,98
33,35,33 x 35,35 x 33,499.5,18-14535 x 17-23874,17-23874 x 18-14535,57.9,84.9,132.8,36.5,1.4,0,0,579,98
25,35,25 x 35,35 x 25,495.9,19-18153 x 17-23874,17-23874 x 19-18153,58.2,84.9,133.5,36.9,1.5,0,0,612,97
8,17,8 x 17,17 x 8,488,IL16LCSDH-06-T-2661-17 x 2020-16738,2020-16738 x IL16LCSDH-06-T-2661-17,57.4,84.9,133.2,36.5,1.5,0,0,648,95
9,23,9 x 23,23 x 9,519.4,IL16LCSDH-01-T-863-58 x 19-21848,19-21848 x IL16LCSDH-01-T-863-58,59,84.8,131.9,36,0.6,0,0,254,101
28,32,28 x 32,32 x 28,519.2,19-14617 x 18MSFRS-18,18MSFRS-18 x 19-14617,58.5,84.8,131.6,36.2,0.8,0,0,257,101
23,24,23 x 24,24 x 23,518.7,19-21848 x 19-20348,19-20348 x 19-21848,58.1,84.8,131.2,35.9,0.9,0,0,265,101
10,33,10 x 33,33 x 10,517.8,2020-6205 x 18-14535,18-14535 x 2020-6205,58.3,84.8,131.4,36.7,0.9,0,0,283,101
26,33,26 x 33,33 x 26,515.8,19-16136 x 18-14535,18-14535 x 19-16136,58,84.8,132.1,36.1,0.8,0,0,315,101
13,31,13 x 31,31 x 13,512,2020-2334 x US16-IL-063-063,US16-IL-063-063 x 2020-2334,57.8,84.8,130.7,35.9,1.2,0,0,375,100
13,14,13 x 14,14 x 13,511.4,2020-2334 x 2020-2010,2020-2010 x 2020-2334,57.6,84.8,131,36.6,1,0,0,385,100
3,8,3 x 8,8 x 3,496.8,IL16LCSDH-09-T-2664-20 x IL16LCSDH-06-T-2661-17,IL16LCSDH-06-T-2661-17 x IL16LCSDH-09-T-2664-20,58.7,84.8,134,36.4,1.3,0,0,604,97
4,8,4 x 8,8 x 4,495.6,IL16LCSDH-08-T-2663-55 x IL16LCSDH-06-T-2661-17,IL16LCSDH-06-T-2661-17 x IL16LCSDH-08-T-2663-55,58.6,84.8,133.5,37.3,1.6,0,0,614,97
6,30,6 x 30,30 x 6,495.2,IL16LCSDH-07-T-2662-202 x US17-IL-111-005,US17-IL-111-005 x IL16LCSDH-07-T-2662-202,57.5,84.8,132.4,36.2,1.4,0,0,617,97
15,21,15 x 21,21 x 15,492.8,2020-1956 x 19-6704,19-6704 x 2020-1956,56.8,84.8,132.2,37.2,1,0,0,628,96
19,20,19 x 20,20 x 19,519.7,2020-14116 x 2020-13902,2020-13902 x 2020-14116,58,84.7,131.7,37.1,0.6,0,1,120,101
20,22,20 x 22,22 x 20,518.1,2020-13902 x 19-6637,19-6637 x 2020-13902,58.7,84.7,131.6,36.5,0.8,0,1,131,101
1,30,1 x 30,30 x 1,513.7,IL16LCSDH-09-T-2664-28 x US17-IL-111-005,US17-IL-111-005 x IL16LCSDH-09-T-2664-28,58.7,84.7,132.2,36.4,0.9,0,1,172,100
1,28,1 x 28,28 x 1,522.2,IL16LCSDH-09-T-2664-28 x 19-14617,19-14617 x IL16LCSDH-09-T-2664-28,59,84.7,131.3,36.1,0.7,0,0,207,102
11,23,11 x 23,23 x 11,517.9,2020-6148 x 19-21848,19-21848 x 2020-6148,58.3,84.7,131.5,37.4,0.8,0,0,279,101
24,33,24 x 33,33 x 24,515.7,19-20348 x 18-14535,18-14535 x 19-20348,58.2,84.7,131.4,35.8,1,0,0,320,101
9,25,9 x 25,25 x 9,511.1,IL16LCSDH-01-T-863-58 x 19-18153,19-18153 x IL16LCSDH-01-T-863-58,59.3,84.7,132.8,36.3,0.8,0,0,392,100
24,25,24 x 25,25 x 24,510.3,19-20348 x 19-18153,19-18153 x 19-20348,58.4,84.7,132.1,36.2,1.1,0,0,409,100
19,22,19 x 22,22 x 19,510.1,2020-14116 x 19-6637,19-6637 x 2020-14116,58.7,84.7,132.3,36.7,1,0,0,415,100
6,28,6 x 28,28 x 6,508.5,IL16LCSDH-07-T-2662-202 x 19-14617,19-14617 x IL16LCSDH-07-T-2662-202,57.8,84.7,131.4,36,1.2,0,0,447,99
16,30,16 x 30,30 x 16,498.8,2020-16758 x US17-IL-111-005,US17-IL-111-005 x 2020-16758,57.2,84.7,132,36.5,1,0,0,585,97
8,15,8 x 15,15 x 8,478.2,IL16LCSDH-06-T-2661-17 x 2020-1956,2020-1956 x IL16LCSDH-06-T-2661-17,57.1,84.7,134,36.9,1.5,0,0,663,93
23,27,23 x 27,27 x 23,529,19-21848 x 19-14856,19-14856 x 19-21848,58.2,84.6,129.9,36.1,0.7,0,1,19,103
14,20,14 x 20,20 x 14,522,2020-2010 x 2020-13902,2020-13902 x 2020-2010,57.9,84.6,131,36.3,0.6,0,1,97,102
9,33,9 x 33,33 x 9,516.5,IL16LCSDH-01-T-863-58 x 18-14535,18-14535 x IL16LCSDH-01-T-863-58,59,84.6,132.1,35.9,0.7,0,0,307,101
14,19,14 x 19,19 x 14,513.8,2020-2010 x 2020-14116,2020-14116 x 2020-2010,57.9,84.6,131.8,36.5,0.8,0,0,347,100
14,22,14 x 22,22 x 14,513.5,2020-2010 x 19-6637,19-6637 x 2020-2010,58.6,84.6,131.7,35.9,1,0,0,350,100
16,28,16 x 28,28 x 16,512.2,2020-16758 x 19-14617,19-14617 x 2020-16758,57.5,84.6,131,36.2,0.8,0,0,370,100
22,31,22 x 31,31 x 22,512,19-6637 x US16-IL-063-063,US16-IL-063-063 x 19-6637,58.7,84.6,131.4,35.2,1.2,0,0,377,100
23,34,23 x 34,34 x 23,510.5,19-21848 x 17-23904,17-23904 x 19-21848,58.3,84.6,131.2,36.1,1.3,0,0,404,100
11,25,11 x 25,25 x 11,509.5,2020-6148 x 19-18153,19-18153 x 2020-6148,58.6,84.6,132.4,37.7,1,0,0,425,99
32,37,32 x 37,37 x 32,507.3,18MSFRS-18 x 16-23972,16-23972 x 18MSFRS-18,58.2,84.6,133.3,35.9,0.8,0,0,468,99
20,31,20 x 31,31 x 20,522.2,2020-13902 x US16-IL-063-063,US16-IL-063-063 x 2020-13902,58,84.5,130.7,35.6,0.8,0,1,94,102
18,30,18 x 30,30 x 18,513.5,2020-15256 x US17-IL-111-005,US17-IL-111-005 x 2020-15256,57.9,84.5,131.1,37,1.1,0,1,173,100
2,28,2 x 28,28 x 2,519.9,IL16LCSDH-09-T-2664-23 x 19-14617,19-14617 x IL16LCSDH-09-T-2664-23,58.9,84.5,131.4,36.2,0.7,0,0,241,101
14,31,14 x 31,31 x 14,516.8,2020-2010 x US16-IL-063-063,US16-IL-063-063 x 2020-2010,58,84.5,130.8,35,1,0,0,302,101
11,33,11 x 33,33 x 11,514.9,2020-6148 x 18-14535,18-14535 x 2020-6148,58.4,84.5,131.7,37.4,0.9,0,0,334,101
19,31,19 x 31,31 x 19,514.2,2020-14116 x US16-IL-063-063,US16-IL-063-063 x 2020-14116,58,84.5,131.5,35.8,1,0,0,340,100
2,30,2 x 30,30 x 2,511.4,IL16LCSDH-09-T-2664-23 x US17-IL-111-005,US17-IL-111-005 x IL16LCSDH-09-T-2664-23,58.6,84.5,132.4,36.4,0.9,0,0,384,100
1,37,1 x 37,37 x 1,510.3,IL16LCSDH-09-T-2664-28 x 16-23972,16-23972 x IL16LCSDH-09-T-2664-28,58.8,84.5,133,35.8,0.8,0,0,410,100
25,34,25 x 34,34 x 25,502.2,19-18153 x 17-23904,17-23904 x 19-18153,58.6,84.5,132.1,36.4,1.5,0,0,547,98
