"","plot_name","seedlot_name","accession_name","operator_name","amount","weight.g.","plot_number","row","range","harvest_seq","action"
"956","SI_Urb_22-965","SI_Urb_22-965","IL2021-33852","Jessica Rutkoski",NA,0,965,33,5,956,"KEEP"
"957","SI_Urb_22-964","SI_Urb_22-964","IL2021-33678","Jessica Rutkoski",NA,0,964,33,4,957,"KEEP"
"958","SI_Urb_22-963","SI_Urb_22-963","IL2021-26880","Jessica Rutkoski",NA,0,963,33,3,958,"DISCARD"
"959","SI_Urb_22-962","SI_Urb_22-962","IL2021-22937","Jessica Rutkoski",NA,0,962,33,2,959,"KEEP"
"960","SI_Urb_22-961","SI_Urb_22-961","IL2021-33847","Jessica Rutkoski",NA,0,961,33,1,960,"DISCARD"
"961","SI_Urb_22-481","SI_Urb_22-481","IL2021-39424","Jessica Rutkoski",NA,0,481,17,1,961,"DISCARD"
"962","SI_Urb_22-482","SI_Urb_22-482","IL2021-35449","Jessica Rutkoski",NA,0,482,17,2,962,"KEEP"
"963","SI_Urb_22-483","SI_Urb_22-483","IL2021-35704","Jessica Rutkoski",NA,0,483,17,3,963,"DISCARD"
"964","SI_Urb_22-484","SI_Urb_22-484","IL2021-34722","Jessica Rutkoski",NA,0,484,17,4,964,"DISCARD"
"965","SI_Urb_22-485","SI_Urb_22-485","IL2021-34823","Jessica Rutkoski",NA,0,485,17,5,965,"DISCARD"
"966","SI_Urb_22-486","SI_Urb_22-486","IL2021-38976","Jessica Rutkoski",NA,0,486,17,6,966,"KEEP"
"967","SI_Urb_22-487","SI_Urb_22-487","IL2021-39307","Jessica Rutkoski",NA,0,487,17,7,967,"DISCARD"
"968","SI_Urb_22-488","SI_Urb_22-488","IL2021-6116","Jessica Rutkoski",NA,0,488,17,8,968,"DISCARD"
"969","SI_Urb_22-489","SI_Urb_22-489","IL2021-20207","Jessica Rutkoski",NA,0,489,17,9,969,"DISCARD"
"970","SI_Urb_22-490","SI_Urb_22-490","IL2021-8372","Jessica Rutkoski",NA,0,490,17,10,970,"DISCARD"
"971","SI_Urb_22-491","SI_Urb_22-491","IL2021-8733","Jessica Rutkoski",NA,0,491,17,11,971,"DISCARD"
"972","SI_Urb_22-492","SI_Urb_22-492","IL2021-8375","Jessica Rutkoski",NA,0,492,17,12,972,"DISCARD"
"973","SI_Urb_22-493","SI_Urb_22-493","IL2021-8173","Jessica Rutkoski",NA,0,493,17,13,973,"DISCARD"
"974","SI_Urb_22-494","SI_Urb_22-494","IL2021-5728","Jessica Rutkoski",NA,0,494,17,14,974,"DISCARD"
"975","SI_Urb_22-495","SI_Urb_22-495","IL2021-39253","Jessica Rutkoski",NA,0,495,17,15,975,"KEEP"
"976","SI_Urb_22-496","SI_Urb_22-496","IL2021-5364","Jessica Rutkoski",NA,0,496,17,16,976,"KEEP"
"977","SI_Urb_22-497","SI_Urb_22-497","IL2021-35661","Jessica Rutkoski",NA,0,497,17,17,977,"DISCARD"
"978","SI_Urb_22-498","SI_Urb_22-498","IL2021-19766","Jessica Rutkoski",NA,0,498,17,18,978,"KEEP"
"979","SI_Urb_22-499","SI_Urb_22-499","IL2021-19708","Jessica Rutkoski",NA,0,499,17,19,979,"KEEP"
"980","SI_Urb_22-500","SI_Urb_22-500","IL2021-19718","Jessica Rutkoski",NA,0,500,17,20,980,"KEEP"
"981","SI_Urb_22-501","SI_Urb_22-501","IL2021-19215","Jessica Rutkoski",NA,0,501,17,21,981,"DISCARD"
"982","SI_Urb_22-502","SI_Urb_22-502","IL2021-17838","Jessica Rutkoski",NA,0,502,17,22,982,"KEEP"
"983","SI_Urb_22-503","SI_Urb_22-503","IL2021-17972","Jessica Rutkoski",NA,0,503,17,23,983,"KEEP"
"984","SI_Urb_22-504","SI_Urb_22-504","IL2021-19661","Jessica Rutkoski",NA,0,504,17,24,984,"DISCARD"
"985","SI_Urb_22-505","SI_Urb_22-505","IL2021-36549","Jessica Rutkoski",NA,0,505,17,25,985,"DISCARD"
"986","SI_Urb_22-506","SI_Urb_22-506","IL2021-36570","Jessica Rutkoski",NA,0,506,17,26,986,"DISCARD"
"987","SI_Urb_22-507","SI_Urb_22-507","IL2021-33446","Jessica Rutkoski",NA,0,507,17,27,987,"DISCARD"
"988","SI_Urb_22-508","SI_Urb_22-508","IL2021-33933","Jessica Rutkoski",NA,0,508,17,28,988,"DISCARD"
"989","SI_Urb_22-509","SI_Urb_22-509","IL2021-33408","Jessica Rutkoski",NA,0,509,17,29,989,"DISCARD"
"990","SI_Urb_22-510","SI_Urb_22-510","IL2021-19401","Jessica Rutkoski",NA,0,510,17,30,990,"KEEP"
"991","SI_Urb_22-931","SI_Urb_22-931","IL2021-30331","Jessica Rutkoski",NA,0,931,32,30,991,"DISCARD"
"992","SI_Urb_22-932","SI_Urb_22-932","IL2021-30274","Jessica Rutkoski",NA,0,932,32,29,992,"DISCARD"
"993","SI_Urb_22-933","SI_Urb_22-933","IL2021-30265","Jessica Rutkoski",NA,0,933,32,28,993,"DISCARD"
"994","SI_Urb_22-934","SI_Urb_22-934","IL2021-30255","Jessica Rutkoski",NA,0,934,32,27,994,"DISCARD"
"995","SI_Urb_22-935","SI_Urb_22-935","IL2021-30079","Jessica Rutkoski",NA,0,935,32,26,995,"DISCARD"
"996","SI_Urb_22-936","SI_Urb_22-936","IL2021-27349","Jessica Rutkoski",NA,0,936,32,25,996,"DISCARD"
"997","SI_Urb_22-937","SI_Urb_22-937","IL2021-30208","Jessica Rutkoski",NA,0,937,32,24,997,"DISCARD"
"998","SI_Urb_22-938","SI_Urb_22-938","IL2021-30406","Jessica Rutkoski",NA,0,938,32,23,998,"DISCARD"
"999","SI_Urb_22-939","SI_Urb_22-939","IL2021-30565","Jessica Rutkoski",NA,0,939,32,22,999,"DISCARD"
"1000","SI_Urb_22-940","SI_Urb_22-940","IL2021-27144","Jessica Rutkoski",NA,0,940,32,21,1000,"DISCARD"
"1001","SI_Urb_22-941","SI_Urb_22-941","IL2021-29865","Jessica Rutkoski",NA,0,941,32,20,1001,"DISCARD"
"1002","SI_Urb_22-942","SI_Urb_22-942","IL2021-27763","Jessica Rutkoski",NA,0,942,32,19,1002,"KEEP"
"1003","SI_Urb_22-943","SI_Urb_22-943","IL2021-30867","Jessica Rutkoski",NA,0,943,32,18,1003,"DISCARD"
"1004","SI_Urb_22-944","SI_Urb_22-944","IL2021-29730","Jessica Rutkoski",NA,0,944,32,17,1004,"DISCARD"
"1005","SI_Urb_22-945","SI_Urb_22-945","IL2021-27612","Jessica Rutkoski",NA,0,945,32,16,1005,"KEEP"
"1006","SI_Urb_22-946","SI_Urb_22-946","IL2021-27134","Jessica Rutkoski",NA,0,946,32,15,1006,"DISCARD"
"1007","SI_Urb_22-947","SI_Urb_22-947","IL2021-27103","Jessica Rutkoski",NA,0,947,32,14,1007,"DISCARD"
"1008","SI_Urb_22-948","SI_Urb_22-948","IL2021-27328","Jessica Rutkoski",NA,0,948,32,13,1008,"DISCARD"
"1009","SI_Urb_22-949","SI_Urb_22-949","IL2021-27466","Jessica Rutkoski",NA,0,949,32,12,1009,"KEEP"
"1010","SI_Urb_22-950","SI_Urb_22-950","IL2021-27463","Jessica Rutkoski",NA,0,950,32,11,1010,"DISCARD"
"1011","SI_Urb_22-951","SI_Urb_22-951","IL2021-27928","Jessica Rutkoski",NA,0,951,32,10,1011,"KEEP"
"1012","SI_Urb_22-952","SI_Urb_22-952","IL2021-27918","Jessica Rutkoski",NA,0,952,32,9,1012,"KEEP"
"1013","SI_Urb_22-953","SI_Urb_22-953","IL2021-21471","Jessica Rutkoski",NA,0,953,32,8,1013,"KEEP"
"1014","SI_Urb_22-954","SI_Urb_22-954","IL2021-21123","Jessica Rutkoski",NA,0,954,32,7,1014,"KEEP"
"1015","SI_Urb_22-955","SI_Urb_22-955","IL2021-28549","Jessica Rutkoski",NA,0,955,32,6,1015,"KEEP"
"1016","SI_Urb_22-956","SI_Urb_22-956","IL2021-24802","Jessica Rutkoski",NA,0,956,32,5,1016,"DISCARD"
"1017","SI_Urb_22-957","SI_Urb_22-957","IL2021-29353","Jessica Rutkoski",NA,0,957,32,4,1017,"DISCARD"
"1018","SI_Urb_22-958","SI_Urb_22-958","IL2021-24847","Jessica Rutkoski",NA,0,958,32,3,1018,"KEEP"
"1019","SI_Urb_22-959","SI_Urb_22-959","IL2021-14779","Jessica Rutkoski",NA,0,959,32,2,1019,"KEEP"
"1020","SI_Urb_22-960","SI_Urb_22-960","IL2021-41976","Jessica Rutkoski",NA,0,960,32,1,1020,"DISCARD"
"1021","SI_Urb_22-540","SI_Urb_22-540","IL2021-46033","Jessica Rutkoski",NA,0,540,18,1,1021,"KEEP"
"1022","SI_Urb_22-539","SI_Urb_22-539","IL2021-46132","Jessica Rutkoski",NA,0,539,18,2,1022,"KEEP"
"1023","SI_Urb_22-538","SI_Urb_22-538","IL2021-45214","Jessica Rutkoski",NA,0,538,18,3,1023,"DISCARD"
"1024","SI_Urb_22-537","SI_Urb_22-537","IL2021-46249","Jessica Rutkoski",NA,0,537,18,4,1024,"DISCARD"
"1025","SI_Urb_22-536","SI_Urb_22-536","IL2021-45914","Jessica Rutkoski",NA,0,536,18,5,1025,"DISCARD"
"1026","SI_Urb_22-535","SI_Urb_22-535","IL2021-45979","Jessica Rutkoski",NA,0,535,18,6,1026,"DISCARD"
"1027","SI_Urb_22-534","SI_Urb_22-534","IL2021-45561","Jessica Rutkoski",NA,0,534,18,7,1027,"KEEP"
"1028","SI_Urb_22-533","SI_Urb_22-533","IL2021-46035","Jessica Rutkoski",NA,0,533,18,8,1028,"KEEP"
"1029","SI_Urb_22-532","SI_Urb_22-532","IL2021-46044","Jessica Rutkoski",NA,0,532,18,9,1029,"KEEP"
"1030","SI_Urb_22-531","SI_Urb_22-531","IL2021-46051","Jessica Rutkoski",NA,0,531,18,10,1030,"DISCARD"
"1031","SI_Urb_22-530","SI_Urb_22-530","IL2021-45951","Jessica Rutkoski",NA,0,530,18,11,1031,"DISCARD"
"1032","SI_Urb_22-529","SI_Urb_22-529","IL2021-19504","Jessica Rutkoski",NA,0,529,18,12,1032,"DISCARD"
"1033","SI_Urb_22-528","SI_Urb_22-528","IL2021-34113","Jessica Rutkoski",NA,0,528,18,13,1033,"KEEP"
"1034","SI_Urb_22-527","SI_Urb_22-527","IL2021-19404","Jessica Rutkoski",NA,0,527,18,14,1034,"KEEP"
"1035","SI_Urb_22-526","SI_Urb_22-526","IL2021-16820","Jessica Rutkoski",NA,0,526,18,15,1035,"KEEP"
"1036","SI_Urb_22-525","SI_Urb_22-525","IL2021-33753","Jessica Rutkoski",NA,0,525,18,16,1036,"DISCARD"
"1037","SI_Urb_22-524","SI_Urb_22-524","IL2021-19545","Jessica Rutkoski",NA,0,524,18,17,1037,"KEEP"
"1038","SI_Urb_22-523","SI_Urb_22-523","IL2021-36731","Jessica Rutkoski",NA,0,523,18,18,1038,"KEEP"
"1039","SI_Urb_22-522","SI_Urb_22-522","IL2021-17958","Jessica Rutkoski",NA,0,522,18,19,1039,"KEEP"
"1040","SI_Urb_22-521","SI_Urb_22-521","IL2021-34132","Jessica Rutkoski",NA,0,521,18,20,1040,"DISCARD"
"1041","SI_Urb_22-520","SI_Urb_22-520","IL2021-19438","Jessica Rutkoski",NA,0,520,18,21,1041,"KEEP"
"1042","SI_Urb_22-519","SI_Urb_22-519","IL2021-34101","Jessica Rutkoski",NA,0,519,18,22,1042,"DISCARD"
"1043","SI_Urb_22-518","SI_Urb_22-518","IL2021-34203","Jessica Rutkoski",NA,0,518,18,23,1043,"KEEP"
"1044","SI_Urb_22-517","SI_Urb_22-517","IL2021-17857","Jessica Rutkoski",NA,0,517,18,24,1044,"KEEP"
"1045","SI_Urb_22-516","SI_Urb_22-516","IL2021-36725","Jessica Rutkoski",NA,0,516,18,25,1045,"KEEP"
"1046","SI_Urb_22-515","SI_Urb_22-515","IL2021-36639","Jessica Rutkoski",NA,0,515,18,26,1046,"KEEP"
"1047","SI_Urb_22-514","SI_Urb_22-514","IL2021-19736","Jessica Rutkoski",NA,0,514,18,27,1047,"KEEP"
"1048","SI_Urb_22-513","SI_Urb_22-513","IL2021-20673","Jessica Rutkoski",NA,0,513,18,28,1048,"DISCARD"
"1049","SI_Urb_22-512","SI_Urb_22-512","IL2021-19868","Jessica Rutkoski",NA,0,512,18,29,1049,"DISCARD"
"1050","SI_Urb_22-511","SI_Urb_22-511","IL2021-34245","Jessica Rutkoski",NA,0,511,18,30,1050,"KEEP"
"1051","SI_Urb_22-930","SI_Urb_22-930","IL2021-30029","Jessica Rutkoski",NA,0,930,31,30,1051,"KEEP"
"1052","SI_Urb_22-929","SI_Urb_22-929","IL2021-27120","Jessica Rutkoski",NA,0,929,31,29,1052,"DISCARD"
"1053","SI_Urb_22-928","SI_Urb_22-928","IL2021-27713","Jessica Rutkoski",NA,0,928,31,28,1053,"DISCARD"
"1054","SI_Urb_22-927","SI_Urb_22-927","IL2021-27746","Jessica Rutkoski",NA,0,927,31,27,1054,"DISCARD"
"1055","SI_Urb_22-926","SI_Urb_22-926","IL2021-27574","Jessica Rutkoski",NA,0,926,31,26,1055,"KEEP"
"1056","SI_Urb_22-925","SI_Urb_22-925","IL2021-27644","Jessica Rutkoski",NA,0,925,31,25,1056,"DISCARD"
"1057","SI_Urb_22-924","SI_Urb_22-924","IL2021-27113","Jessica Rutkoski",NA,0,924,31,24,1057,"DISCARD"
"1058","SI_Urb_22-923","SI_Urb_22-923","IL2021-27626","Jessica Rutkoski",NA,0,923,31,23,1058,"DISCARD"
"1059","SI_Urb_22-922","SI_Urb_22-922","IL2021-27461","Jessica Rutkoski",NA,0,922,31,22,1059,"DISCARD"
"1060","SI_Urb_22-921","SI_Urb_22-921","IL2021-30622","Jessica Rutkoski",NA,0,921,31,21,1060,"DISCARD"
"1061","SI_Urb_22-920","SI_Urb_22-920","IL2021-27375","Jessica Rutkoski",NA,0,920,31,20,1061,"DISCARD"
"1062","SI_Urb_22-919","SI_Urb_22-919","IL2021-29977","Jessica Rutkoski",NA,0,919,31,19,1062,"DISCARD"
"1063","SI_Urb_22-918","SI_Urb_22-918","IL2021-29842","Jessica Rutkoski",NA,0,918,31,18,1063,"DISCARD"
"1064","SI_Urb_22-917","SI_Urb_22-917","IL2021-26255","Jessica Rutkoski",NA,0,917,31,17,1064,"DISCARD"
"1065","SI_Urb_22-916","SI_Urb_22-916","IL2021-17213","Jessica Rutkoski",NA,0,916,31,16,1065,"KEEP"
"1066","SI_Urb_22-915","SI_Urb_22-915","IL2021-17428","Jessica Rutkoski",NA,0,915,31,15,1066,"KEEP"
"1067","SI_Urb_22-914","SI_Urb_22-914","IL2021-26163","Jessica Rutkoski",NA,0,914,31,14,1067,"DISCARD"
"1068","SI_Urb_22-913","SI_Urb_22-913","IL2021-26308","Jessica Rutkoski",NA,0,913,31,13,1068,"DISCARD"
"1069","SI_Urb_22-912","SI_Urb_22-912","IL2021-19217","Jessica Rutkoski",NA,0,912,31,12,1069,"KEEP"
"1070","SI_Urb_22-911","SI_Urb_22-911","IL2021-26266","Jessica Rutkoski",NA,0,911,31,11,1070,"DISCARD"
"1071","SI_Urb_22-910","SI_Urb_22-910","IL2021-31613","Jessica Rutkoski",NA,0,910,31,10,1071,"DISCARD"
"1072","SI_Urb_22-909","SI_Urb_22-909","IL2021-17103","Jessica Rutkoski",NA,0,909,31,9,1072,"KEEP"
"1073","SI_Urb_22-908","SI_Urb_22-908","IL2021-18531","Jessica Rutkoski",NA,0,908,31,8,1073,"KEEP"
"1074","SI_Urb_22-907","SI_Urb_22-907","IL2021-25757","Jessica Rutkoski",NA,0,907,31,7,1074,"DISCARD"
"1075","SI_Urb_22-906","SI_Urb_22-906","IL2021-18549","Jessica Rutkoski",NA,0,906,31,6,1075,"DISCARD"
"1076","SI_Urb_22-905","SI_Urb_22-905","IL2021-26323","Jessica Rutkoski",NA,0,905,31,5,1076,"DISCARD"
"1077","SI_Urb_22-904","SI_Urb_22-904","IL2021-35122","Jessica Rutkoski",NA,0,904,31,4,1077,"KEEP"
"1078","SI_Urb_22-903","SI_Urb_22-903","IL2021-26260","Jessica Rutkoski",NA,0,903,31,3,1078,"DISCARD"
"1079","SI_Urb_22-902","SI_Urb_22-902","IL2021-43970","Jessica Rutkoski",NA,0,902,31,2,1079,"KEEP"
"1080","SI_Urb_22-901","SI_Urb_22-901","IL2021-43932","Jessica Rutkoski",NA,0,901,31,1,1080,"KEEP"
"1081","SI_Urb_22-541","SI_Urb_22-541","IL2021-46428","Jessica Rutkoski",NA,0,541,19,1,1081,"KEEP"
"1082","SI_Urb_22-542","SI_Urb_22-542","IL2021-46002","Jessica Rutkoski",NA,0,542,19,2,1082,"KEEP"
"1083","SI_Urb_22-543","SI_Urb_22-543","IL2021-46007","Jessica Rutkoski",NA,0,543,19,3,1083,"KEEP"
"1084","SI_Urb_22-544","SI_Urb_22-544","IL2021-45928","Jessica Rutkoski",NA,0,544,19,4,1084,"KEEP"
"1085","SI_Urb_22-545","SI_Urb_22-545","IL2021-46242","Jessica Rutkoski",NA,0,545,19,5,1085,"DISCARD"
"1086","SI_Urb_22-546","SI_Urb_22-546","IL2021-35909","Jessica Rutkoski",NA,0,546,19,6,1086,"DISCARD"
"1087","SI_Urb_22-547","SI_Urb_22-547","IL2021-9509","Jessica Rutkoski",NA,0,547,19,7,1087,"DISCARD"
"1088","SI_Urb_22-548","SI_Urb_22-548","IL2021-9529","Jessica Rutkoski",NA,0,548,19,8,1088,"KEEP"
"1089","SI_Urb_22-549","SI_Urb_22-549","IL2021-11217","Jessica Rutkoski",NA,0,549,19,9,1089,"DISCARD"
"1090","SI_Urb_22-550","SI_Urb_22-550","IL2021-3563","Jessica Rutkoski",NA,0,550,19,10,1090,"DISCARD"
"1091","SI_Urb_22-551","SI_Urb_22-551","IL2021-36737","Jessica Rutkoski",NA,0,551,19,11,1091,"DISCARD"
"1092","SI_Urb_22-552","SI_Urb_22-552","IL2021-36742","Jessica Rutkoski",NA,0,552,19,12,1092,"DISCARD"
"1093","SI_Urb_22-553","SI_Urb_22-553","IL2021-36658","Jessica Rutkoski",NA,0,553,19,13,1093,"KEEP"
"1094","SI_Urb_22-554","SI_Urb_22-554","IL2021-45962","Jessica Rutkoski",NA,0,554,19,14,1094,"DISCARD"
"1095","SI_Urb_22-555","SI_Urb_22-555","IL2021-11869","Jessica Rutkoski",NA,0,555,19,15,1095,"DISCARD"
"1096","SI_Urb_22-556","SI_Urb_22-556","IL2021-46245","Jessica Rutkoski",NA,0,556,19,16,1096,"DISCARD"
"1097","SI_Urb_22-557","SI_Urb_22-557","IL2021-11107","Jessica Rutkoski",NA,0,557,19,17,1097,"DISCARD"
"1098","SI_Urb_22-558","SI_Urb_22-558","IL2021-11830","Jessica Rutkoski",NA,0,558,19,18,1098,"DISCARD"
"1099","SI_Urb_22-559","SI_Urb_22-559","IL2021-46237","Jessica Rutkoski",NA,0,559,19,19,1099,"KEEP"
"1100","SI_Urb_22-560","SI_Urb_22-560","IL2021-26303","Jessica Rutkoski",NA,0,560,19,20,1100,"DISCARD"
"1101","SI_Urb_22-561","SI_Urb_22-561","IL2021-17373","Jessica Rutkoski",NA,0,561,19,21,1101,"KEEP"
"1102","SI_Urb_22-562","SI_Urb_22-562","IL2021-26330","Jessica Rutkoski",NA,0,562,19,22,1102,"DISCARD"
"1103","SI_Urb_22-563","SI_Urb_22-563","IL2021-33557","Jessica Rutkoski",NA,0,563,19,23,1103,"DISCARD"
"1104","SI_Urb_22-564","SI_Urb_22-564","IL2021-33409","Jessica Rutkoski",NA,0,564,19,24,1104,"KEEP"
"1105","SI_Urb_22-565","SI_Urb_22-565","IL2021-16676","Jessica Rutkoski",NA,0,565,19,25,1105,"KEEP"
"1106","SI_Urb_22-566","SI_Urb_22-566","IL2021-34018","Jessica Rutkoski",NA,0,566,19,26,1106,"KEEP"
"1107","SI_Urb_22-567","SI_Urb_22-567","IL2021-39812","Jessica Rutkoski",NA,0,567,19,27,1107,"KEEP"
"1108","SI_Urb_22-568","SI_Urb_22-568","IL2021-39857","Jessica Rutkoski",NA,0,568,19,28,1108,"KEEP"
"1109","SI_Urb_22-569","SI_Urb_22-569","IL2021-47149","Jessica Rutkoski",NA,0,569,19,29,1109,"DISCARD"
"1110","SI_Urb_22-570","SI_Urb_22-570","IL2021-47168","Jessica Rutkoski",NA,0,570,19,30,1110,"DISCARD"
"1111","SI_Urb_22-871","SI_Urb_22-871","IL2021-43647","Jessica Rutkoski",NA,0,871,30,30,1111,"DISCARD"
"1112","SI_Urb_22-872","SI_Urb_22-872","IL2021-34709","Jessica Rutkoski",NA,0,872,30,29,1112,"DISCARD"
"1113","SI_Urb_22-873","SI_Urb_22-873","IL2021-34910","Jessica Rutkoski",NA,0,873,30,28,1113,"DISCARD"
"1114","SI_Urb_22-874","SI_Urb_22-874","IL2021-34837","Jessica Rutkoski",NA,0,874,30,27,1114,"DISCARD"
"1115","SI_Urb_22-875","SI_Urb_22-875","IL2021-39462","Jessica Rutkoski",NA,0,875,30,26,1115,"DISCARD"
"1116","SI_Urb_22-876","SI_Urb_22-876","IL2021-39950","Jessica Rutkoski",NA,0,876,30,25,1116,"DISCARD"
"1117","SI_Urb_22-877","SI_Urb_22-877","IL2021-35665","Jessica Rutkoski",NA,0,877,30,24,1117,"DISCARD"
"1118","SI_Urb_22-878","SI_Urb_22-878","IL2021-43962","Jessica Rutkoski",NA,0,878,30,23,1118,"KEEP"
"1119","SI_Urb_22-879","SI_Urb_22-879","IL2021-35660","Jessica Rutkoski",NA,0,879,30,22,1119,"DISCARD"
"1120","SI_Urb_22-880","SI_Urb_22-880","IL2021-43960","Jessica Rutkoski",NA,0,880,30,21,1120,"KEEP"
"1121","SI_Urb_22-881","SI_Urb_22-881","IL2021-43764","Jessica Rutkoski",NA,0,881,30,20,1121,"KEEP"
"1122","SI_Urb_22-882","SI_Urb_22-882","IL2021-43633","Jessica Rutkoski",NA,0,882,30,19,1122,"KEEP"
"1123","SI_Urb_22-883","SI_Urb_22-883","IL2021-35645","Jessica Rutkoski",NA,0,883,30,18,1123,"DISCARD"
"1124","SI_Urb_22-884","SI_Urb_22-884","IL2021-35732","Jessica Rutkoski",NA,0,884,30,17,1124,"DISCARD"
"1125","SI_Urb_22-885","SI_Urb_22-885","IL2021-39325","Jessica Rutkoski",NA,0,885,30,16,1125,"DISCARD"
"1126","SI_Urb_22-886","SI_Urb_22-886","IL2021-43277","Jessica Rutkoski",NA,0,886,30,15,1126,"DISCARD"
"1127","SI_Urb_22-887","SI_Urb_22-887","IL2021-43417","Jessica Rutkoski",NA,0,887,30,14,1127,"DISCARD"
"1128","SI_Urb_22-888","SI_Urb_22-888","IL2021-44026","Jessica Rutkoski",NA,0,888,30,13,1128,"KEEP"
"1129","SI_Urb_22-889","SI_Urb_22-889","IL2021-43404","Jessica Rutkoski",NA,0,889,30,12,1129,"DISCARD"
"1130","SI_Urb_22-890","SI_Urb_22-890","IL2021-43956","Jessica Rutkoski",NA,0,890,30,11,1130,"KEEP"
"1131","SI_Urb_22-891","SI_Urb_22-891","IL2021-36418","Jessica Rutkoski",NA,0,891,30,10,1131,"DISCARD"
"1132","SI_Urb_22-892","SI_Urb_22-892","IL2021-39970","Jessica Rutkoski",NA,0,892,30,9,1132,"DISCARD"
"1133","SI_Urb_22-893","SI_Urb_22-893","IL2021-36257","Jessica Rutkoski",NA,0,893,30,8,1133,"KEEP"
"1134","SI_Urb_22-894","SI_Urb_22-894","IL2021-42108","Jessica Rutkoski",NA,0,894,30,7,1134,"DISCARD"
"1135","SI_Urb_22-895","SI_Urb_22-895","IL2021-35076","Jessica Rutkoski",NA,0,895,30,6,1135,"KEEP"
"1136","SI_Urb_22-896","SI_Urb_22-896","IL2021-43810","Jessica Rutkoski",NA,0,896,30,5,1136,"DISCARD"
"1137","SI_Urb_22-897","SI_Urb_22-897","IL2021-39956","Jessica Rutkoski",NA,0,897,30,4,1137,"KEEP"
"1138","SI_Urb_22-898","SI_Urb_22-898","IL2021-25954","Jessica Rutkoski",NA,0,898,30,3,1138,"DISCARD"
"1139","SI_Urb_22-899","SI_Urb_22-899","IL2021-26271","Jessica Rutkoski",NA,0,899,30,2,1139,"DISCARD"
"1140","SI_Urb_22-900","SI_Urb_22-900","IL2021-16742","Jessica Rutkoski",NA,0,900,30,1,1140,"DISCARD"
"1141","SI_Urb_22-600","SI_Urb_22-600","IL2021-8465","Jessica Rutkoski",NA,0,600,20,1,1141,"DISCARD"
"1142","SI_Urb_22-599","SI_Urb_22-599","IL2021-38714","Jessica Rutkoski",NA,0,599,20,2,1142,"KEEP"
"1143","SI_Urb_22-598","SI_Urb_22-598","IL2021-32965","Jessica Rutkoski",NA,0,598,20,3,1143,"DISCARD"
"1144","SI_Urb_22-597","SI_Urb_22-597","IL2021-38603","Jessica Rutkoski",NA,0,597,20,4,1144,"DISCARD"
"1145","SI_Urb_22-596","SI_Urb_22-596","IL2021-953","Jessica Rutkoski",NA,0,596,20,5,1145,"DISCARD"
"1146","SI_Urb_22-595","SI_Urb_22-595","IL2021-31763","Jessica Rutkoski",NA,0,595,20,6,1146,"DISCARD"
"1147","SI_Urb_22-594","SI_Urb_22-594","IL2021-3567","Jessica Rutkoski",NA,0,594,20,7,1147,"KEEP"
"1148","SI_Urb_22-593","SI_Urb_22-593","IL2021-23566","Jessica Rutkoski",NA,0,593,20,8,1148,"DISCARD"
"1149","SI_Urb_22-592","SI_Urb_22-592","IL2021-32554","Jessica Rutkoski",NA,0,592,20,9,1149,"KEEP"
"1150","SI_Urb_22-591","SI_Urb_22-591","IL2021-25629","Jessica Rutkoski",NA,0,591,20,10,1150,"DISCARD"
"1151","SI_Urb_22-590","SI_Urb_22-590","IL2021-25879","Jessica Rutkoski",NA,0,590,20,11,1151,"DISCARD"
"1152","SI_Urb_22-589","SI_Urb_22-589","IL2021-25905","Jessica Rutkoski",NA,0,589,20,12,1152,"DISCARD"
"1153","SI_Urb_22-588","SI_Urb_22-588","IL2021-25621","Jessica Rutkoski",NA,0,588,20,13,1153,"DISCARD"
"1154","SI_Urb_22-587","SI_Urb_22-587","IL2021-24655","Jessica Rutkoski",NA,0,587,20,14,1154,"DISCARD"
"1155","SI_Urb_22-586","SI_Urb_22-586","IL2021-26252","Jessica Rutkoski",NA,0,586,20,15,1155,"DISCARD"
"1156","SI_Urb_22-585","SI_Urb_22-585","IL2021-47156","Jessica Rutkoski",NA,0,585,20,16,1156,"KEEP"
"1157","SI_Urb_22-584","SI_Urb_22-584","IL2021-26129","Jessica Rutkoski",NA,0,584,20,17,1157,"DISCARD"
"1158","SI_Urb_22-583","SI_Urb_22-583","IL2021-34163","Jessica Rutkoski",NA,0,583,20,18,1158,"DISCARD"
"1159","SI_Urb_22-582","SI_Urb_22-582","IL2021-17431","Jessica Rutkoski",NA,0,582,20,19,1159,"KEEP"
"1160","SI_Urb_22-581","SI_Urb_22-581","IL2021-16814","Jessica Rutkoski",NA,0,581,20,20,1160,"KEEP"
"1161","SI_Urb_22-580","SI_Urb_22-580","IL2021-26214","Jessica Rutkoski",NA,0,580,20,21,1161,"DISCARD"
"1162","SI_Urb_22-579","SI_Urb_22-579","IL2021-17463","Jessica Rutkoski",NA,0,579,20,22,1162,"KEEP"
"1163","SI_Urb_22-578","SI_Urb_22-578","IL2021-16726","Jessica Rutkoski",NA,0,578,20,23,1163,"KEEP"
"1164","SI_Urb_22-577","SI_Urb_22-577","IL2021-16325","Jessica Rutkoski",NA,0,577,20,24,1164,"DISCARD"
"1165","SI_Urb_22-576","SI_Urb_22-576","IL2021-17043","Jessica Rutkoski",NA,0,576,20,25,1165,"DISCARD"
