"","plot_name","seedlot_name","accession_name","operator_name","amount","weight.g.","plot_number","row","range","harvest_seq","action"
"1166","SI_Urb_22-575","SI_Urb_22-575","IL2021-43865","Jessica Rutkoski",NA,0,575,20,26,1166,"KEEP"
"1167","SI_Urb_22-574","SI_Urb_22-574","IL2021-43963","Jessica Rutkoski",NA,0,574,20,27,1167,"KEEP"
"1168","SI_Urb_22-573","SI_Urb_22-573","IL2021-42041","Jessica Rutkoski",NA,0,573,20,28,1168,"DISCARD"
"1169","SI_Urb_22-572","SI_Urb_22-572","IL2021-43225","Jessica Rutkoski",NA,0,572,20,29,1169,"DISCARD"
"1170","SI_Urb_22-571","SI_Urb_22-571","IL2021-43872","Jessica Rutkoski",NA,0,571,20,30,1170,"KEEP"
"1171","SI_Urb_22-870","SI_Urb_22-870","IL2021-34749","Jessica Rutkoski",NA,0,870,29,30,1171,"DISCARD"
"1172","SI_Urb_22-869","SI_Urb_22-869","IL2021-39945","Jessica Rutkoski",NA,0,869,29,29,1172,"DISCARD"
"1173","SI_Urb_22-868","SI_Urb_22-868","IL2021-43921","Jessica Rutkoski",NA,0,868,29,28,1173,"KEEP"
"1174","SI_Urb_22-867","SI_Urb_22-867","IL2021-39368","Jessica Rutkoski",NA,0,867,29,27,1174,"DISCARD"
"1175","SI_Urb_22-866","SI_Urb_22-866","IL2021-44031","Jessica Rutkoski",NA,0,866,29,26,1175,"KEEP"
"1176","SI_Urb_22-865","SI_Urb_22-865","IL2021-42522","Jessica Rutkoski",NA,0,865,29,25,1176,"KEEP"
"1177","SI_Urb_22-864","SI_Urb_22-864","IL2021-43966","Jessica Rutkoski",NA,0,864,29,24,1177,"KEEP"
"1178","SI_Urb_22-863","SI_Urb_22-863","IL2021-5753","Jessica Rutkoski",NA,0,863,29,23,1178,"DISCARD"
"1179","SI_Urb_22-862","SI_Urb_22-862","IL2021-6811","Jessica Rutkoski",NA,0,862,29,22,1179,"DISCARD"
"1180","SI_Urb_22-861","SI_Urb_22-861","IL2021-8249","Jessica Rutkoski",NA,0,861,29,21,1180,"DISCARD"
"1181","SI_Urb_22-860","SI_Urb_22-860","IL2021-5108","Jessica Rutkoski",NA,0,860,29,20,1181,"KEEP"
"1182","SI_Urb_22-859","SI_Urb_22-859","IL2021-6429","Jessica Rutkoski",NA,0,859,29,19,1182,"DISCARD"
"1183","SI_Urb_22-858","SI_Urb_22-858","IL2021-8804","Jessica Rutkoski",NA,0,858,29,18,1183,"DISCARD"
"1184","SI_Urb_22-857","SI_Urb_22-857","IL2021-9345","Jessica Rutkoski",NA,0,857,29,17,1184,"DISCARD"
"1185","SI_Urb_22-856","SI_Urb_22-856","IL2021-9334","Jessica Rutkoski",NA,0,856,29,16,1185,"DISCARD"
"1186","SI_Urb_22-855","SI_Urb_22-855","IL2021-8812","Jessica Rutkoski",NA,0,855,29,15,1186,"DISCARD"
"1187","SI_Urb_22-854","SI_Urb_22-854","IL2021-1163","Jessica Rutkoski",NA,0,854,29,14,1187,"DISCARD"
"1188","SI_Urb_22-853","SI_Urb_22-853","IL2021-9275","Jessica Rutkoski",NA,0,853,29,13,1188,"DISCARD"
"1189","SI_Urb_22-852","SI_Urb_22-852","IL2021-1274","Jessica Rutkoski",NA,0,852,29,12,1189,"DISCARD"
"1190","SI_Urb_22-851","SI_Urb_22-851","IL2021-8258","Jessica Rutkoski",NA,0,851,29,11,1190,"DISCARD"
"1191","SI_Urb_22-850","SI_Urb_22-850","IL2021-8739","Jessica Rutkoski",NA,0,850,29,10,1191,"DISCARD"
"1192","SI_Urb_22-849","SI_Urb_22-849","IL2021-7637","Jessica Rutkoski",NA,0,849,29,9,1192,"DISCARD"
"1193","SI_Urb_22-848","SI_Urb_22-848","IL2021-35538","Jessica Rutkoski",NA,0,848,29,8,1193,"KEEP"
"1194","SI_Urb_22-847","SI_Urb_22-847","IL2021-6854","Jessica Rutkoski",NA,0,847,29,7,1194,"DISCARD"
"1195","SI_Urb_22-846","SI_Urb_22-846","IL2021-5861","Jessica Rutkoski",NA,0,846,29,6,1195,"KEEP"
"1196","SI_Urb_22-845","SI_Urb_22-845","IL2021-7837","Jessica Rutkoski",NA,0,845,29,5,1196,"DISCARD"
"1197","SI_Urb_22-844","SI_Urb_22-844","IL2021-8247","Jessica Rutkoski",NA,0,844,29,4,1197,"DISCARD"
"1198","SI_Urb_22-843","SI_Urb_22-843","IL2021-19253","Jessica Rutkoski",NA,0,843,29,3,1198,"KEEP"
"1199","SI_Urb_22-842","SI_Urb_22-842","IL2021-19241","Jessica Rutkoski",NA,0,842,29,2,1199,"KEEP"
"1200","SI_Urb_22-841","SI_Urb_22-841","IL2021-6042","Jessica Rutkoski",NA,0,841,29,1,1200,"DISCARD"
"1201","SI_Urb_22-601","SI_Urb_22-601","IL2021-32720","Jessica Rutkoski",NA,0,601,21,1,1201,"DISCARD"
"1202","SI_Urb_22-602","SI_Urb_22-602","IL2021-31619","Jessica Rutkoski",NA,0,602,21,2,1202,"DISCARD"
"1203","SI_Urb_22-603","SI_Urb_22-603","IL2021-2244","Jessica Rutkoski",NA,0,603,21,3,1203,"DISCARD"
"1204","SI_Urb_22-604","SI_Urb_22-604","IL2021-2269","Jessica Rutkoski",NA,0,604,21,4,1204,"DISCARD"
"1205","SI_Urb_22-605","SI_Urb_22-605","IL2021-8718","Jessica Rutkoski",NA,0,605,21,5,1205,"DISCARD"
"1206","SI_Urb_22-606","SI_Urb_22-606","IL2021-8412","Jessica Rutkoski",NA,0,606,21,6,1206,"DISCARD"
"1207","SI_Urb_22-607","SI_Urb_22-607","IL2021-2158","Jessica Rutkoski",NA,0,607,21,7,1207,"DISCARD"
"1208","SI_Urb_22-608","SI_Urb_22-608","IL2021-32845","Jessica Rutkoski",NA,0,608,21,8,1208,"DISCARD"
"1209","SI_Urb_22-609","SI_Urb_22-609","IL2021-32902","Jessica Rutkoski",NA,0,609,21,9,1209,"KEEP"
"1210","SI_Urb_22-610","SI_Urb_22-610","IL2021-32929","Jessica Rutkoski",NA,0,610,21,10,1210,"DISCARD"
"1211","SI_Urb_22-611","SI_Urb_22-611","IL2021-31572","Jessica Rutkoski",NA,0,611,21,11,1211,"DISCARD"
"1212","SI_Urb_22-612","SI_Urb_22-612","IL2021-8279","Jessica Rutkoski",NA,0,612,21,12,1212,"DISCARD"
"1213","SI_Urb_22-613","SI_Urb_22-613","IL2021-8714","Jessica Rutkoski",NA,0,613,21,13,1213,"DISCARD"
"1214","SI_Urb_22-614","SI_Urb_22-614","IL2021-1571","Jessica Rutkoski",NA,0,614,21,14,1214,"DISCARD"
"1215","SI_Urb_22-615","SI_Urb_22-615","IL2021-1444","Jessica Rutkoski",NA,0,615,21,15,1215,"DISCARD"
"1216","SI_Urb_22-616","SI_Urb_22-616","IL2021-25858","Jessica Rutkoski",NA,0,616,21,16,1216,"DISCARD"
"1217","SI_Urb_22-617","SI_Urb_22-617","IL2021-25721","Jessica Rutkoski",NA,0,617,21,17,1217,"DISCARD"
"1218","SI_Urb_22-618","SI_Urb_22-618","IL2021-25644","Jessica Rutkoski",NA,0,618,21,18,1218,"DISCARD"
"1219","SI_Urb_22-619","SI_Urb_22-619","IL2021-43313","Jessica Rutkoski",NA,0,619,21,19,1219,"DISCARD"
"1220","SI_Urb_22-620","SI_Urb_22-620","IL2021-42360","Jessica Rutkoski",NA,0,620,21,20,1220,"DISCARD"
"1221","SI_Urb_22-621","SI_Urb_22-621","IL2021-43916","Jessica Rutkoski",NA,0,621,21,21,1221,"KEEP"
"1222","SI_Urb_22-622","SI_Urb_22-622","IL2021-42075","Jessica Rutkoski",NA,0,622,21,22,1222,"DISCARD"
"1223","SI_Urb_22-623","SI_Urb_22-623","IL2021-42453","Jessica Rutkoski",NA,0,623,21,23,1223,"DISCARD"
"1224","SI_Urb_22-624","SI_Urb_22-624","IL2021-47145","Jessica Rutkoski",NA,0,624,21,24,1224,"DISCARD"
"1225","SI_Urb_22-625","SI_Urb_22-625","IL2021-43437","Jessica Rutkoski",NA,0,625,21,25,1225,"DISCARD"
"1226","SI_Urb_22-626","SI_Urb_22-626","IL2021-43920","Jessica Rutkoski",NA,0,626,21,26,1226,"KEEP"
"1227","SI_Urb_22-627","SI_Urb_22-627","IL2021-43878","Jessica Rutkoski",NA,0,627,21,27,1227,"KEEP"
"1228","SI_Urb_22-628","SI_Urb_22-628","IL2021-43641","Jessica Rutkoski",NA,0,628,21,28,1228,"DISCARD"
"1229","SI_Urb_22-629","SI_Urb_22-629","IL2021-43909","Jessica Rutkoski",NA,0,629,21,29,1229,"KEEP"
"1230","SI_Urb_22-630","SI_Urb_22-630","IL2021-39615","Jessica Rutkoski",NA,0,630,21,30,1230,"KEEP"
"1231","SI_Urb_22-811","SI_Urb_22-811","IL2021-7568","Jessica Rutkoski",NA,0,811,28,30,1231,"DISCARD"
"1232","SI_Urb_22-812","SI_Urb_22-812","IL2021-7009","Jessica Rutkoski",NA,0,812,28,29,1232,"DISCARD"
"1233","SI_Urb_22-813","SI_Urb_22-813","IL2021-11772","Jessica Rutkoski",NA,0,813,28,28,1233,"DISCARD"
"1234","SI_Urb_22-814","SI_Urb_22-814","IL2021-11020","Jessica Rutkoski",NA,0,814,28,27,1234,"DISCARD"
"1235","SI_Urb_22-815","SI_Urb_22-815","IL2021-11441","Jessica Rutkoski",NA,0,815,28,26,1235,"DISCARD"
"1236","SI_Urb_22-816","SI_Urb_22-816","IL2021-8749","Jessica Rutkoski",NA,0,816,28,25,1236,"KEEP"
"1237","SI_Urb_22-817","SI_Urb_22-817","IL2021-11534","Jessica Rutkoski",NA,0,817,28,24,1237,"DISCARD"
"1238","SI_Urb_22-818","SI_Urb_22-818","IL2021-11820","Jessica Rutkoski",NA,0,818,28,23,1238,"DISCARD"
"1239","SI_Urb_22-819","SI_Urb_22-819","IL2021-11252","Jessica Rutkoski",NA,0,819,28,22,1239,"DISCARD"
"1240","SI_Urb_22-820","SI_Urb_22-820","IL2021-11225","Jessica Rutkoski",NA,0,820,28,21,1240,"DISCARD"
"1241","SI_Urb_22-821","SI_Urb_22-821","IL2021-8769","Jessica Rutkoski",NA,0,821,28,20,1241,"DISCARD"
"1242","SI_Urb_22-822","SI_Urb_22-822","IL2021-12322","Jessica Rutkoski",NA,0,822,28,19,1242,"DISCARD"
"1243","SI_Urb_22-823","SI_Urb_22-823","IL2021-10969","Jessica Rutkoski",NA,0,823,28,18,1243,"KEEP"
"1244","SI_Urb_22-824","SI_Urb_22-824","IL2021-11915","Jessica Rutkoski",NA,0,824,28,17,1244,"DISCARD"
"1245","SI_Urb_22-825","SI_Urb_22-825","IL2021-10963","Jessica Rutkoski",NA,0,825,28,16,1245,"DISCARD"
"1246","SI_Urb_22-826","SI_Urb_22-826","IL2021-34833","Jessica Rutkoski",NA,0,826,28,15,1246,"DISCARD"
"1247","SI_Urb_22-827","SI_Urb_22-827","IL2021-21630","Jessica Rutkoski",NA,0,827,28,14,1247,"DISCARD"
"1248","SI_Urb_22-828","SI_Urb_22-828","IL2021-8217","Jessica Rutkoski",NA,0,828,28,13,1248,"DISCARD"
"1249","SI_Urb_22-829","SI_Urb_22-829","IL2021-8368","Jessica Rutkoski",NA,0,829,28,12,1249,"DISCARD"
"1250","SI_Urb_22-830","SI_Urb_22-830","IL2021-9317","Jessica Rutkoski",NA,0,830,28,11,1250,"DISCARD"
"1251","SI_Urb_22-831","SI_Urb_22-831","IL2021-1156","Jessica Rutkoski",NA,0,831,28,10,1251,"KEEP"
"1252","SI_Urb_22-832","SI_Urb_22-832","IL2021-6212","Jessica Rutkoski",NA,0,832,28,9,1252,"DISCARD"
"1253","SI_Urb_22-833","SI_Urb_22-833","IL2021-5101","Jessica Rutkoski",NA,0,833,28,8,1253,"KEEP"
"1254","SI_Urb_22-834","SI_Urb_22-834","IL2021-7959","Jessica Rutkoski",NA,0,834,28,7,1254,"DISCARD"
"1255","SI_Urb_22-835","SI_Urb_22-835","IL2021-18265","Jessica Rutkoski",NA,0,835,28,6,1255,"DISCARD"
"1256","SI_Urb_22-836","SI_Urb_22-836","IL2021-22478","Jessica Rutkoski",NA,0,836,28,5,1256,"KEEP"
"1257","SI_Urb_22-837","SI_Urb_22-837","IL2021-7948","Jessica Rutkoski",NA,0,837,28,4,1257,"DISCARD"
"1258","SI_Urb_22-838","SI_Urb_22-838","IL2021-7231","Jessica Rutkoski",NA,0,838,28,3,1258,"KEEP"
"1259","SI_Urb_22-839","SI_Urb_22-839","IL2021-5367","Jessica Rutkoski",NA,0,839,28,2,1259,"DISCARD"
"1260","SI_Urb_22-840","SI_Urb_22-840","IL2021-6522","Jessica Rutkoski",NA,0,840,28,1,1260,"DISCARD"
"1261","SI_Urb_22-660","SI_Urb_22-660","IL2021-22708","Jessica Rutkoski",NA,0,660,22,1,1261,"DISCARD"
"1262","SI_Urb_22-659","SI_Urb_22-659","IL2021-15943","Jessica Rutkoski",NA,0,659,22,2,1262,"DISCARD"
"1263","SI_Urb_22-658","SI_Urb_22-658","IL2021-15823","Jessica Rutkoski",NA,0,658,22,3,1263,"DISCARD"
"1264","SI_Urb_22-657","SI_Urb_22-657","IL2021-15070","Jessica Rutkoski",NA,0,657,22,4,1264,"KEEP"
"1265","SI_Urb_22-656","SI_Urb_22-656","IL2021-26620","Jessica Rutkoski",NA,0,656,22,5,1265,"DISCARD"
"1266","SI_Urb_22-655","SI_Urb_22-655","IL2021-26829","Jessica Rutkoski",NA,0,655,22,6,1266,"KEEP"
"1267","SI_Urb_22-654","SI_Urb_22-654","IL2021-26535","Jessica Rutkoski",NA,0,654,22,7,1267,"DISCARD"
"1268","SI_Urb_22-653","SI_Urb_22-653","IL2021-30022","Jessica Rutkoski",NA,0,653,22,8,1268,"KEEP"
"1269","SI_Urb_22-652","SI_Urb_22-652","IL2021-18546","Jessica Rutkoski",NA,0,652,22,9,1269,"DISCARD"
"1270","SI_Urb_22-651","SI_Urb_22-651","IL2021-19949","Jessica Rutkoski",NA,0,651,22,10,1270,"DISCARD"
"1271","SI_Urb_22-650","SI_Urb_22-650","IL2021-36450","Jessica Rutkoski",NA,0,650,22,11,1271,"KEEP"
"1272","SI_Urb_22-649","SI_Urb_22-649","IL2021-19166","Jessica Rutkoski",NA,0,649,22,12,1272,"DISCARD"
"1273","SI_Urb_22-648","SI_Urb_22-648","IL2021-22113","Jessica Rutkoski",NA,0,648,22,13,1273,"KEEP"
"1274","SI_Urb_22-647","SI_Urb_22-647","IL2021-1768","Jessica Rutkoski",NA,0,647,22,14,1274,"DISCARD"
"1275","SI_Urb_22-646","SI_Urb_22-646","IL2021-21969","Jessica Rutkoski",NA,0,646,22,15,1275,"KEEP"
"1276","SI_Urb_22-645","SI_Urb_22-645","IL2021-17949","Jessica Rutkoski",NA,0,645,22,16,1276,"KEEP"
"1277","SI_Urb_22-644","SI_Urb_22-644","IL2021-2835","Jessica Rutkoski",NA,0,644,22,17,1277,"DISCARD"
"1278","SI_Urb_22-643","SI_Urb_22-643","IL2021-29823","Jessica Rutkoski",NA,0,643,22,18,1278,"DISCARD"
"1279","SI_Urb_22-642","SI_Urb_22-642","IL2021-30449","Jessica Rutkoski",NA,0,642,22,19,1279,"DISCARD"
"1280","SI_Urb_22-641","SI_Urb_22-641","IL2021-43833","Jessica Rutkoski",NA,0,641,22,20,1280,"DISCARD"
"1281","SI_Urb_22-640","SI_Urb_22-640","IL2021-43913","Jessica Rutkoski",NA,0,640,22,21,1281,"KEEP"
"1282","SI_Urb_22-639","SI_Urb_22-639","IL2021-42227","Jessica Rutkoski",NA,0,639,22,22,1282,"DISCARD"
"1283","SI_Urb_22-638","SI_Urb_22-638","IL2021-43370","Jessica Rutkoski",NA,0,638,22,23,1283,"KEEP"
"1284","SI_Urb_22-637","SI_Urb_22-637","IL2021-43669","Jessica Rutkoski",NA,0,637,22,24,1284,"DISCARD"
"1285","SI_Urb_22-636","SI_Urb_22-636","IL2021-42959","Jessica Rutkoski",NA,0,636,22,25,1285,"KEEP"
"1286","SI_Urb_22-635","SI_Urb_22-635","IL2021-23767","Jessica Rutkoski",NA,0,635,22,26,1286,"DISCARD"
"1287","SI_Urb_22-634","SI_Urb_22-634","IL2021-31901","Jessica Rutkoski",NA,0,634,22,27,1287,"DISCARD"
"1288","SI_Urb_22-633","SI_Urb_22-633","IL2021-43253","Jessica Rutkoski",NA,0,633,22,28,1288,"KEEP"
"1289","SI_Urb_22-632","SI_Urb_22-632","IL2021-39517","Jessica Rutkoski",NA,0,632,22,29,1289,"DISCARD"
"1290","SI_Urb_22-631","SI_Urb_22-631","IL2021-39959","Jessica Rutkoski",NA,0,631,22,30,1290,"KEEP"
"1291","SI_Urb_22-810","SI_Urb_22-810","IL2021-11573","Jessica Rutkoski",NA,0,810,27,30,1291,"DISCARD"
"1292","SI_Urb_22-809","SI_Urb_22-809","IL2021-8752","Jessica Rutkoski",NA,0,809,27,29,1292,"DISCARD"
"1293","SI_Urb_22-808","SI_Urb_22-808","IL2021-45638","Jessica Rutkoski",NA,0,808,27,28,1293,"KEEP"
"1294","SI_Urb_22-807","SI_Urb_22-807","IL2021-9478","Jessica Rutkoski",NA,0,807,27,27,1294,"DISCARD"
"1295","SI_Urb_22-806","SI_Urb_22-806","IL2021-7550","Jessica Rutkoski",NA,0,806,27,26,1295,"KEEP"
"1296","SI_Urb_22-805","SI_Urb_22-805","IL2021-12550","Jessica Rutkoski",NA,0,805,27,25,1296,"DISCARD"
"1297","SI_Urb_22-804","SI_Urb_22-804","IL2021-12314","Jessica Rutkoski",NA,0,804,27,24,1297,"DISCARD"
"1298","SI_Urb_22-803","SI_Urb_22-803","IL2021-11821","Jessica Rutkoski",NA,0,803,27,23,1298,"DISCARD"
"1299","SI_Urb_22-802","SI_Urb_22-802","IL2021-7562","Jessica Rutkoski",NA,0,802,27,22,1299,"DISCARD"
"1300","SI_Urb_22-801","SI_Urb_22-801","IL2021-11634","Jessica Rutkoski",NA,0,801,27,21,1300,"KEEP"
"1301","SI_Urb_22-800","SI_Urb_22-800","IL2021-6964","Jessica Rutkoski",NA,0,800,27,20,1301,"DISCARD"
"1302","SI_Urb_22-799","SI_Urb_22-799","IL2021-7549","Jessica Rutkoski",NA,0,799,27,19,1302,"DISCARD"
"1303","SI_Urb_22-798","SI_Urb_22-798","IL2021-11374","Jessica Rutkoski",NA,0,798,27,18,1303,"DISCARD"
"1304","SI_Urb_22-797","SI_Urb_22-797","IL2021-11939","Jessica Rutkoski",NA,0,797,27,17,1304,"DISCARD"
"1305","SI_Urb_22-796","SI_Urb_22-796","IL2021-11835","Jessica Rutkoski",NA,0,796,27,16,1305,"DISCARD"
"1306","SI_Urb_22-795","SI_Urb_22-795","IL2021-19436","Jessica Rutkoski",NA,0,795,27,15,1306,"DISCARD"
"1307","SI_Urb_22-794","SI_Urb_22-794","IL2021-19676","Jessica Rutkoski",NA,0,794,27,14,1307,"DISCARD"
"1308","SI_Urb_22-793","SI_Urb_22-793","IL2021-34213","Jessica Rutkoski",NA,0,793,27,13,1308,"KEEP"
"1309","SI_Urb_22-792","SI_Urb_22-792","IL2021-36469","Jessica Rutkoski",NA,0,792,27,12,1309,"KEEP"
"1310","SI_Urb_22-791","SI_Urb_22-791","IL2021-19549","Jessica Rutkoski",NA,0,791,27,11,1310,"KEEP"
"1311","SI_Urb_22-790","SI_Urb_22-790","IL2021-29107","Jessica Rutkoski",NA,0,790,27,10,1311,"DISCARD"
"1312","SI_Urb_22-789","SI_Urb_22-789","IL2021-16576","Jessica Rutkoski",NA,0,789,27,9,1312,"KEEP"
"1313","SI_Urb_22-788","SI_Urb_22-788","IL2021-14278","Jessica Rutkoski",NA,0,788,27,8,1313,"DISCARD"
"1314","SI_Urb_22-787","SI_Urb_22-787","IL2021-16645","Jessica Rutkoski",NA,0,787,27,7,1314,"KEEP"
"1315","SI_Urb_22-786","SI_Urb_22-786","IL2021-28804","Jessica Rutkoski",NA,0,786,27,6,1315,"KEEP"
"1316","SI_Urb_22-785","SI_Urb_22-785","IL2021-17845","Jessica Rutkoski",NA,0,785,27,5,1316,"KEEP"
"1317","SI_Urb_22-784","SI_Urb_22-784","IL2021-13758","Jessica Rutkoski",NA,0,784,27,4,1317,"DISCARD"
"1318","SI_Urb_22-783","SI_Urb_22-783","IL2021-15714","Jessica Rutkoski",NA,0,783,27,3,1318,"DISCARD"
"1319","SI_Urb_22-782","SI_Urb_22-782","IL2021-14511","Jessica Rutkoski",NA,0,782,27,2,1319,"DISCARD"
"1320","SI_Urb_22-781","SI_Urb_22-781","IL2021-28768","Jessica Rutkoski",NA,0,781,27,1,1320,"KEEP"
"1321","SI_Urb_22-661","SI_Urb_22-661","IL2021-26754","Jessica Rutkoski",NA,0,661,23,1,1321,"KEEP"
"1322","SI_Urb_22-662","SI_Urb_22-662","IL2021-26755","Jessica Rutkoski",NA,0,662,23,2,1322,"DISCARD"
"1323","SI_Urb_22-663","SI_Urb_22-663","IL2021-18305","Jessica Rutkoski",NA,0,663,23,3,1323,"DISCARD"
"1324","SI_Urb_22-664","SI_Urb_22-664","IL2021-22818","Jessica Rutkoski",NA,0,664,23,4,1324,"KEEP"
"1325","SI_Urb_22-665","SI_Urb_22-665","IL2021-26311","Jessica Rutkoski",NA,0,665,23,5,1325,"DISCARD"
"1326","SI_Urb_22-666","SI_Urb_22-666","IL2021-26632","Jessica Rutkoski",NA,0,666,23,6,1326,"KEEP"
"1327","SI_Urb_22-667","SI_Urb_22-667","IL2021-26561","Jessica Rutkoski",NA,0,667,23,7,1327,"DISCARD"
"1328","SI_Urb_22-668","SI_Urb_22-668","IL2021-38661","Jessica Rutkoski",NA,0,668,23,8,1328,"KEEP"
"1329","SI_Urb_22-669","SI_Urb_22-669","IL2021-22358","Jessica Rutkoski",NA,0,669,23,9,1329,"KEEP"
"1330","SI_Urb_22-670","SI_Urb_22-670","IL2021-22564","Jessica Rutkoski",NA,0,670,23,10,1330,"KEEP"
"1331","SI_Urb_22-671","SI_Urb_22-671","IL2021-22754","Jessica Rutkoski",NA,0,671,23,11,1331,"DISCARD"
"1332","SI_Urb_22-672","SI_Urb_22-672","IL2021-22719","Jessica Rutkoski",NA,0,672,23,12,1332,"DISCARD"
"1333","SI_Urb_22-673","SI_Urb_22-673","IL2021-22621","Jessica Rutkoski",NA,0,673,23,13,1333,"KEEP"
"1334","SI_Urb_22-674","SI_Urb_22-674","IL2021-22578","Jessica Rutkoski",NA,0,674,23,14,1334,"KEEP"
"1335","SI_Urb_22-675","SI_Urb_22-675","IL2021-22459","Jessica Rutkoski",NA,0,675,23,15,1335,"DISCARD"
"1336","SI_Urb_22-676","SI_Urb_22-676","IL2021-21674","Jessica Rutkoski",NA,0,676,23,16,1336,"DISCARD"
"1337","SI_Urb_22-677","SI_Urb_22-677","IL2021-22453","Jessica Rutkoski",NA,0,677,23,17,1337,"KEEP"
"1338","SI_Urb_22-678","SI_Urb_22-678","IL2021-26762","Jessica Rutkoski",NA,0,678,23,18,1338,"DISCARD"
"1339","SI_Urb_22-679","SI_Urb_22-679","IL2021-22464","Jessica Rutkoski",NA,0,679,23,19,1339,"DISCARD"
"1340","SI_Urb_22-680","SI_Urb_22-680","IL2021-26068","Jessica Rutkoski",NA,0,680,23,20,1340,"KEEP"
"1341","SI_Urb_22-681","SI_Urb_22-681","IL2021-36748","Jessica Rutkoski",NA,0,681,23,21,1341,"KEEP"
"1342","SI_Urb_22-682","SI_Urb_22-682","IL2021-22715","Jessica Rutkoski",NA,0,682,23,22,1342,"DISCARD"
"1343","SI_Urb_22-683","SI_Urb_22-683","IL2021-26262","Jessica Rutkoski",NA,0,683,23,23,1343,"DISCARD"
"1344","SI_Urb_22-684","SI_Urb_22-684","IL2021-26002","Jessica Rutkoski",NA,0,684,23,24,1344,"DISCARD"
"1345","SI_Urb_22-685","SI_Urb_22-685","IL2021-26777","Jessica Rutkoski",NA,0,685,23,25,1345,"DISCARD"
"1346","SI_Urb_22-686","SI_Urb_22-686","IL2021-26766","Jessica Rutkoski",NA,0,686,23,26,1346,"DISCARD"
"1347","SI_Urb_22-687","SI_Urb_22-687","IL2021-21635","Jessica Rutkoski",NA,0,687,23,27,1347,"KEEP"
"1348","SI_Urb_22-688","SI_Urb_22-688","IL2021-21622","Jessica Rutkoski",NA,0,688,23,28,1348,"DISCARD"
"1349","SI_Urb_22-689","SI_Urb_22-689","IL2021-22548","Jessica Rutkoski",NA,0,689,23,29,1349,"DISCARD"
"1350","SI_Urb_22-690","SI_Urb_22-690","IL2021-21560","Jessica Rutkoski",NA,0,690,23,30,1350,"KEEP"
"1351","SI_Urb_22-751","SI_Urb_22-751","IL2021-13707","Jessica Rutkoski",NA,0,751,26,30,1351,"KEEP"
"1352","SI_Urb_22-752","SI_Urb_22-752","IL2021-44124","Jessica Rutkoski",NA,0,752,26,29,1352,"KEEP"
"1353","SI_Urb_22-753","SI_Urb_22-753","IL2021-45117","Jessica Rutkoski",NA,0,753,26,28,1353,"DISCARD"
"1354","SI_Urb_22-754","SI_Urb_22-754","IL2021-14567","Jessica Rutkoski",NA,0,754,26,27,1354,"KEEP"
"1355","SI_Urb_22-755","SI_Urb_22-755","IL2021-45202","Jessica Rutkoski",NA,0,755,26,26,1355,"KEEP"
"1356","SI_Urb_22-756","SI_Urb_22-756","IL2021-14513","Jessica Rutkoski",NA,0,756,26,25,1356,"KEEP"
"1357","SI_Urb_22-757","SI_Urb_22-757","IL2021-36161","Jessica Rutkoski",NA,0,757,26,24,1357,"DISCARD"
"1358","SI_Urb_22-758","SI_Urb_22-758","IL2021-36466","Jessica Rutkoski",NA,0,758,26,23,1358,"DISCARD"
"1359","SI_Urb_22-759","SI_Urb_22-759","IL2021-25169","Jessica Rutkoski",NA,0,759,26,22,1359,"KEEP"
"1360","SI_Urb_22-760","SI_Urb_22-760","IL2021-26949","Jessica Rutkoski",NA,0,760,26,21,1360,"KEEP"
"1361","SI_Urb_22-761","SI_Urb_22-761","IL2021-20030","Jessica Rutkoski",NA,0,761,26,20,1361,"DISCARD"
"1362","SI_Urb_22-762","SI_Urb_22-762","IL2021-35723","Jessica Rutkoski",NA,0,762,26,19,1362,"KEEP"
"1363","SI_Urb_22-763","SI_Urb_22-763","IL2021-36708","Jessica Rutkoski",NA,0,763,26,18,1363,"DISCARD"
"1364","SI_Urb_22-764","SI_Urb_22-764","IL2021-25931","Jessica Rutkoski",NA,0,764,26,17,1364,"DISCARD"
"1365","SI_Urb_22-765","SI_Urb_22-765","IL2021-12636","Jessica Rutkoski",NA,0,765,26,16,1365,"DISCARD"
"1366","SI_Urb_22-766","SI_Urb_22-766","IL2021-8747","Jessica Rutkoski",NA,0,766,26,15,1366,"DISCARD"
"1367","SI_Urb_22-767","SI_Urb_22-767","IL2021-34207","Jessica Rutkoski",NA,0,767,26,14,1367,"DISCARD"
"1368","SI_Urb_22-768","SI_Urb_22-768","IL2021-36445","Jessica Rutkoski",NA,0,768,26,13,1368,"KEEP"
"1369","SI_Urb_22-769","SI_Urb_22-769","IL2021-11322","Jessica Rutkoski",NA,0,769,26,12,1369,"DISCARD"
"1370","SI_Urb_22-770","SI_Urb_22-770","IL2021-12341","Jessica Rutkoski",NA,0,770,26,11,1370,"DISCARD"
"1371","SI_Urb_22-771","SI_Urb_22-771","IL2021-11935","Jessica Rutkoski",NA,0,771,26,10,1371,"DISCARD"
"1372","SI_Urb_22-772","SI_Urb_22-772","IL2021-16734","Jessica Rutkoski",NA,0,772,26,9,1372,"KEEP"
"1373","SI_Urb_22-773","SI_Urb_22-773","IL2021-14041","Jessica Rutkoski",NA,0,773,26,8,1373,"DISCARD"
"1374","SI_Urb_22-774","SI_Urb_22-774","IL2021-11039","Jessica Rutkoski",NA,0,774,26,7,1374,"DISCARD"
