"","germplasmName","Stage","purdy.pedigree","Grain.test.weight...lbs.bu","Grain.yield...bu.ac","Heading.time...Julian.date..JD..","Plant.height.inches","FHB.DON.content...ppm.","FHB.grain.incidence.....","merit","DON_AdvScb20","DON_AdvScb21","DON_PrScb20","DON_PrScb21","FDK_AdvScb20","FDK_AdvScb21","FDK_PrScb20","FDK_PrScb21","heading_AdvHYUrb20","heading_AdvNeo21","heading_AdvScb20","heading_AdvScb21","heading_AdvUrb20","heading_AdvUrb21","heading_PrNeo21","heading_PrScb20","heading_PrScb21","heading_PrUrb20","heading_PrUrb21","heading_YTNeo22","heading_YTUrb22","height_AdvHYUrb20","height_AdvNeo20","height_AdvNeo21","height_AdvUrb20","height_AdvUrb21","height_PrNeo20","height_PrNeo21","height_PrUrb20","height_PrUrb21","height_YTNeo22","height_YTUrb22","tw_AdvCar20","tw_AdvHYUrb20","tw_AdvNeo20","tw_AdvNeo21","tw_AdvScb20","tw_AdvStJ20","tw_AdvStj21","tw_AdvUrb20","tw_AdvUrb21","tw_PrCar20","tw_PrNeo20","tw_PrNeo21","tw_PrScb20","tw_PrStj20","tw_PrStj21","tw_PrUrb20","tw_PrUrb21","tw_YTBlv22","tw_YTNeo22","tw_YTStj22","tw_YTStp22","tw_YTUrb22","yield_AdvCar20","yield_AdvHYUrb20","yield_AdvNeo20","yield_AdvNeo21","yield_AdvStJ20","yield_AdvStj21","yield_AdvUrb20","yield_AdvUrb21","yield_PrCar20","yield_PrNeo20","yield_PrNeo21","yield_PrStj20","yield_PrStj21","yield_PrUrb20","yield_PrUrb21","yield_YTBlv22","yield_YTNeo22","yield_YTStj22","yield_YTStp22","yield_YTUrb22","sbmv22","lgiWt","sincWt","mincWt"
"122","19-22105",3,"11-36131/10-21937//12-14179",59.6271539789877,82.7516096725805,131.988626848157,38.542745490725,0.58719488936896,8.22601020717357,502.811748672488,NA,NA,NA,0.44768929914541,NA,NA,NA,20.0208738802468,NA,NA,NA,NA,NA,NA,125.636461452044,NA,133.045458047347,NA,134.569640082794,131.7772459,133.0090618,NA,NA,NA,NA,NA,NA,40.7722586889673,NA,40.3859893287693,40.19935842,40.24429844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0167467706575,NA,NA,59.708003496478,NA,55.4577189091246,61.94316225,62.24033094,58.51745961,61.55676656,62.47329746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.8784295947551,NA,81.6332243318591,NA,79.263758900602,92.27336132,100.8797946,68.65472212,91.45747542,95.25799929,2.43364723306496,0,0,26.91
"123","19-22742",3,"12-14179/10-21934//11-36131",58.7938409557568,88.3848160737379,131.714589552162,37.4048885208792,1.27019420020424,14.8450676505327,519.637246515636,NA,NA,NA,1.33421351225278,NA,NA,NA,15.0566325919922,NA,NA,NA,NA,NA,NA,125.335102187078,NA,131.850782688569,NA,134.560102787499,130.8846149,132.9278371,NA,NA,NA,NA,NA,NA,36.3423313352856,NA,40.7542903775911,39.39998332,38.65078872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8481966404569,NA,NA,58.8885086861561,NA,54.9903588801447,60.29448278,61.22633559,57.0857585,61.25901149,61.82112552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.0198904362916,NA,78.5024248807939,NA,83.2841561618307,97.83271166,104.8885716,74.48531202,106.4916321,110.5028339,2.43364723306496,0,0,32.25
"124","19-22757",3,"12-14179/10-21934//13-4164",59.6902375162878,84.6259525966257,132.53903946082,38.4331341982987,0.47409933977865,5.57360962402172,514.150357666997,NA,NA,NA,0.305576082317227,NA,NA,NA,5.4824303415126,NA,NA,NA,NA,NA,NA,125.14950007525,NA,130.856583411615,NA,135.60692230565,132.0548075,133.9601683,NA,NA,NA,NA,NA,NA,39.1448643866315,NA,41.2704970190243,40.76186391,38.73201045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9663275829785,NA,NA,60.2998309554152,NA,56.4120953995482,60.46968846,62.08442091,60.38258376,61.79803238,61.71636812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.2603665257864,NA,94.8797813872213,NA,84.1570881893759,82.52395141,100.1774757,74.96190258,94.92082072,97.83389839,2.43364723306496,0,0,32.65
"125","19-23251",3,"12-21624/07-4415//13-28833",58.6907818407835,84.6618794554009,133.471666464015,39.1306666104917,0.620809363105995,8.67180730951295,504.622233817192,NA,NA,NA,0.540691216619138,NA,NA,NA,8.37507727638855,NA,NA,NA,NA,NA,NA,126.022179321377,NA,134.086487047151,NA,136.740904419203,132.3902806,135.0092465,NA,NA,NA,NA,NA,NA,41.510182044844,NA,42.8315418368714,39.76063923,40.9347663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4675240340362,NA,NA,56.5563485463071,NA,56.2410290417811,60.39469617,60.77972853,57.92475586,61.24749364,61.28024348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.6170969445685,NA,77.4799994397178,NA,88.1911753684637,97.01183796,93.84842831,77.84276279,93.44401856,100.6829394,2.93224395028061,0,0,34.03
"126","19-23336",3,"13-21624/07-4415//13-28833",58.4254061773415,84.2186312871677,133.075566642088,38.493770649983,0.774209000133481,7.51283502916075,502.488755991507,NA,NA,NA,0.72471665854292,NA,NA,NA,4.00698153659205,NA,NA,NA,NA,NA,NA,125.360834111909,NA,134.714917813033,NA,135.652173435376,132.5938486,134.7406492,NA,NA,NA,NA,NA,NA,40.3403423412327,NA,41.9607600896054,39.23969859,40.25247539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.0089496811298,NA,NA,NA,NA,54.9988359227711,59.87365749,60.19328446,58.66518213,60.84628455,61.12935159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9454551338916,NA,NA,NA,77.2636382049071,93.35559655,92.13949453,75.37053806,96.51066667,101.4700894,2.43364723306496,0,0,28.78
"127","19-23350",3,"13-21624/07-4415//13-28833",58.652807920485,88.4200923072102,133.804132619762,38.25062181195,1.01632119623809,15.1782814129993,512.542903760099,NA,NA,NA,1.00690374132703,NA,NA,NA,16.9963375662869,NA,NA,NA,NA,NA,NA,127.466225672472,NA,135.092236210758,NA,136.304557116872,133.375662,135.1488545,NA,NA,NA,NA,NA,NA,39.6738125367172,NA,41.0891268171654,40.16652913,38.32244362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6750600962355,NA,NA,58.4846964740238,NA,54.4498334405751,NA,60.99203941,58.79693453,61.15798842,61.27353043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8942315508567,NA,94.7895223498917,NA,87.0256354476099,NA,103.4062649,76.69215057,95.32912632,107.8284044,2.18434887445714,0,0,33.63
"128","19-23833",3,"11-28222/13-1910",59.7435905929007,86.9931474817318,134.139350812311,38.5497806631238,0.716719828831978,9.18375742138724,512.155116617824,NA,NA,NA,0.699076605287362,NA,NA,NA,9.06080056703974,NA,NA,NA,NA,NA,NA,130.732773246185,NA,134.567730880551,NA,136.167591410992,133.3467432,135.0838362,NA,NA,NA,NA,NA,NA,40.1819058364838,NA,41.6935939839939,39.71458291,39.51308011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4410027316611,NA,NA,59.6084295701293,NA,56.216711037195,60.78816796,62.31919606,59.43570577,62.21945472,63.04705737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5950567141297,NA,95.869453798641,NA,82.7915989703878,84.798845,103.1574445,75.33901527,95.0698036,105.6578331,1.68575215724149,0,0,35.45
"129","19-23855",3,"12-8545/13-26034",58.99668734061,81.4503246775493,132.329272190722,38.1867116973945,0.403363049197825,3.00514844546616,499.919477780957,NA,NA,NA,0.401665889085916,NA,NA,NA,4.48074383517839,NA,NA,NA,NA,NA,NA,126.850328026826,NA,132.86324787343,NA,134.636130159883,131.0523044,134.1594205,NA,NA,NA,NA,NA,NA,38.1377418780931,NA,41.3561041111446,39.44562236,40.13328472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9410301462855,NA,NA,58.7987971083767,NA,55.5073541767288,60.53090221,61.28733276,58.04738179,61.36847519,62.00701263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2285464002835,NA,87.7787323759949,NA,78.5391234683695,86.49608462,95.86639787,72.15006977,89.59387244,96.1708427,2.18434887445714,0,0,29.03
"130","19-24051",3,"11-8141/10-32543//07-4415",58.9906238782442,84.180736799051,134.277887951603,36.9795824003451,0.674764810409736,6.59988142072632,497.921936569148,NA,NA,NA,0.692982668776331,NA,NA,NA,4.63744773586225,NA,NA,NA,NA,NA,NA,128.766354827135,NA,131.641177786995,NA,136.938195071671,133.3263358,135.9636312,NA,NA,NA,NA,NA,NA,37.6738115819338,NA,40.4952613592012,37.97468973,37.51031714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5196335739174,NA,NA,NA,NA,55.4584887232231,60.73527381,61.42996984,58.58020688,61.10999228,60.92783062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8507691676243,NA,NA,NA,87.7172937962198,86.99087873,94.97596118,65.12042634,101.1965498,101.8673101,2.18434887445714,0,0,27.59
"131","19-24061",3,"11-8141/10-32543//07-4415",58.2948124134594,82.2028405914425,131.656836916743,38.2558029679936,0.530329683823668,5.39476989494912,504.317577831799,NA,NA,NA,0.501438502969642,NA,NA,NA,6.3454592458386,NA,NA,NA,NA,NA,NA,125.167058675791,NA,133.8213824621,NA,133.078643547236,130.8021822,134.0825228,NA,NA,NA,NA,NA,NA,39.3672834901528,NA,40.5523771200039,39.98166522,40.35090589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2269897047992,NA,NA,58.2357031804099,NA,55.0925546169748,59.2839583,60.86837573,57.05575937,60.04420576,60.57281372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.4063446042055,NA,82.0007576651905,NA,84.6568104804563,77.3118527,97.60131261,67.84910417,95.75873856,100.8946629,1.68575215724149,0,0,28.37
"132","19-24076",3,"11-8141/10-32543//07-4415",57.0948811452777,84.3449606623959,133.065748459386,37.439928978106,0.64625991297731,5.81013179549007,491.296921836243,NA,NA,NA,0.590726831328068,NA,NA,NA,8.69550608614846,NA,NA,NA,NA,NA,NA,126.924713455123,NA,136.493192993133,NA,134.8963173851,133.6602193,134.2557454,NA,NA,NA,NA,NA,NA,38.1095592400787,NA,39.180652442554,39.99138007,38.75507068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0243659306343,NA,NA,57.9042707576748,NA,54.2073765476468,58.63794244,56.80748169,56.16941391,60.17902163,57.32586854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.7566170783494,NA,89.8773661787485,NA,81.1275656196803,93.070002,93.81499028,64.80271398,95.83815593,99.64733635,1.68575215724149,0,0,0.13
"133","19-25126",3,"10-19464/10-21934",59.401142674892,87.7717590974029,134.394628961062,39.2607928145369,0.756094881250003,7.03247631172275,515.970251965703,NA,NA,NA,0.599974155017418,NA,NA,NA,9.98402576454512,NA,NA,NA,NA,NA,NA,129.846228870607,NA,137.320935991279,NA,136.684437706937,133.3931286,135.8916216,NA,NA,NA,NA,NA,NA,39.2657277650701,NA,42.0077794478754,40.98020771,41.46282244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.521288535359,NA,NA,59.7855986983432,NA,55.0205156319299,61.66739824,61.90983001,58.13058109,62.14827854,61.80622695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.2591884180855,NA,93.7698302045912,NA,83.9368968195126,93.95381017,103.0750519,80.53080464,104.2151461,101.3888647,2.43364723306496,0,0,33.7
"134","19-25145",3,"10-19464/10-21934",59.344518116124,80.7378951635682,132.826783435954,39.3748601938064,1.01327767023848,11.6784907035402,477.609296627832,NA,NA,NA,1.16130885258234,NA,NA,NA,6.84377687014362,NA,NA,NA,NA,NA,NA,125.627926474636,NA,133.061281155971,NA,135.303492315285,132.1444605,134.6835771,NA,NA,NA,NA,NA,NA,39.9637255922753,NA,42.607238552372,41.68631356,39.6546027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.653884885923,NA,NA,60.0003309831597,NA,56.0631521076031,60.25236394,61.11528621,59.28438523,61.4668149,61.83016889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4418789122821,NA,89.7158849667785,NA,75.7804905587984,82.53310999,84.45372857,76.89686789,91.69771438,94.78334248,2.68294559167278,0,0,30.69
"135","19-25245",3,"10-19464/12-7918",59.8573292685456,87.9953756666831,132.859870882564,38.0002138545916,1.18692564688803,10.3662491956472,515.786345452369,NA,NA,NA,0.94980576759074,NA,NA,NA,11.850998250998,NA,NA,NA,NA,NA,NA,125.655589762575,NA,133.754633326435,NA,135.618528852463,131.4731572,134.9721851,NA,NA,NA,NA,NA,NA,38.4939934071412,NA,40.4012710031709,40.65053435,38.32282666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7635250951399,NA,NA,60.2195212854192,NA,55.8425266605191,62.31064864,61.96637915,60.36464696,62.45386294,61.71776695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.4221660078307,NA,88.7304755001294,NA,84.1162077637126,94.27903483,104.6843452,80.65335745,97.77238309,108.588172,2.43364723306496,0,0,30.32
"136","19-25464",3,"10-21934/11-6610",58.3884771566258,86.0599176574257,134.605689222418,38.807914133764,1.26775289921814,13.1704472017631,492.069222968803,NA,NA,NA,1.15756369802066,NA,NA,NA,18.3576410074649,NA,NA,NA,NA,NA,NA,132.376222870773,NA,137.104020918042,NA,136.670323211026,133.309111,136.0257643,NA,NA,NA,NA,NA,NA,40.0208865121875,NA,42.8261909209144,39.17554922,40.70349859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3003794079257,NA,NA,58.7341533844566,NA,56.1876117081956,59.56598387,60.03725497,56.76437511,60.87688684,59.54954495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6578168271729,NA,94.4750932592434,NA,89.6273981329308,90.57264647,98.87281244,66.70296966,97.0652514,102.5727541,2.68294559167278,0,0,32.99
"137","19-25469",3,"10-21937/02-19463-8",59.2573586512475,83.9276029069228,133.044190704184,38.8707557978971,0.476813273004975,6.45211862824321,506.718834349201,NA,NA,NA,0.484167020359089,NA,NA,NA,5.64454926559847,NA,NA,NA,NA,NA,NA,128.307488040799,NA,132.866226067409,NA,134.025820087443,132.6447836,135.1830387,NA,NA,NA,NA,NA,NA,38.4629036111641,NA,40.8331319045543,40.60037253,42.01817863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.447540867934,NA,NA,59.5498583460766,NA,55.68277795504,60.81861391,61.75537021,58.69430873,61.64746518,61.2968427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5729470835368,NA,82.2720118830889,NA,86.5297677531662,87.21865729,100.7425804,73.57025255,98.57576846,92.41193148,2.43364723306496,0,0,32.66
"138","19-25743",3,"10-21937/12-14179",59.9649703534204,80.8068345333268,134.046303003032,38.4697855285542,0.593941047564987,5.48137587878993,482.040741416266,NA,NA,NA,0.480867261635276,NA,NA,NA,6.63333372486216,NA,NA,NA,NA,NA,NA,131.622084082947,NA,135.926549392814,NA,136.045254163435,133.1080354,135.2874974,NA,NA,NA,NA,NA,NA,39.7083217594648,NA,42.1299762764397,39.52633611,39.53094146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.367765569618,NA,NA,60.3584676716317,NA,NA,60.99109328,62.43595139,60.54730382,62.30179673,62.19764608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.8775408001872,NA,84.3314454304048,NA,NA,81.85133712,95.38974437,70.73209255,88.31430701,98.85348005,2.68294559167278,0,0,33.82
"139","19-25764",3,"10-21937/12-14179",58.923558358152,83.014453751108,132.252949580509,38.6788687616465,0.679371503761809,8.35254091977513,501.2334096643,NA,NA,NA,0.656374041472774,NA,NA,NA,21.6145000414922,NA,NA,NA,NA,NA,NA,127.215628858241,NA,129.554170775407,NA,133.705451450247,132.7281596,133.0676375,NA,NA,NA,NA,NA,NA,40.1084160568564,NA,41.6588415231797,39.89490388,40.61400647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4294846420376,NA,NA,59.6120823866316,NA,54.6749589554915,60.43270153,61.38289805,58.58237552,60.77456079,62.22846673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.0453788278588,NA,77.8554219010411,NA,81.4871125686459,89.9179579,99.6429836,71.7191503,94.01694444,98.79618371,2.93224395028061,0,0,20
"140","19-26456",3,"12-15557/10-21934",58.8327990100502,80.5423142914282,131.988741847323,37.1712692986743,0.79544166916465,9.11868970969909,486.305648252046,NA,NA,NA,0.821017254864425,NA,NA,NA,14.1606186579102,NA,NA,NA,NA,NA,NA,125.48115874531,NA,131.374345121903,NA,133.708873318409,132.5307453,133.0365151,NA,NA,NA,NA,NA,NA,36.1073529713971,NA,40.1938729666133,39.33992063,37.82890553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3099671787088,NA,NA,60.6112227077929,NA,55.7293234298389,60.00359828,61.51530379,55.46424392,59.82199015,61.8625666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.4386718232303,NA,79.6524984946001,NA,83.9136979563425,81.1081308,97.31457754,60.53892983,90.1656955,101.1895387,2.68294559167278,0,0,34.39
"141","19-26709",3,"P0762A1-2-8/10-21934//07-4415/P961341",59.1079620186972,85.4268329778167,130.888629552599,37.4870815521899,0.898260433087181,9.18376605097794,518.146611065985,NA,NA,NA,0.985829792040672,NA,NA,NA,8.98904779728248,NA,NA,NA,NA,NA,NA,124.526069234688,NA,130.410782387754,NA,132.629990213074,130.257221,132.6892904,NA,NA,NA,NA,NA,NA,37.214201864534,NA,38.60695617544,39.93932072,40.70771247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3713394760731,NA,NA,NA,NA,55.059785160726,60.1477799,61.90930654,58.50411856,61.48059405,62.8440918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.0207862937637,NA,NA,NA,90.7629713763897,83.6080401,104.1186403,81.40469135,91.68258924,103.2160088,2.18434887445714,0,0,34.22
"142","19-27466",3,"10-21934/11-36131",58.1690075723754,84.1295307642818,133.783448353568,37.6147491661775,0.853744990284527,7.33939171872753,496.852664044374,NA,NA,NA,0.97614980783718,NA,NA,NA,8.3976826711776,NA,NA,NA,NA,NA,NA,132.692011889472,NA,135.512866921737,NA,135.668049962897,132.6326228,134.714691,NA,NA,NA,NA,NA,NA,36.0208850298469,NA,39.9166582987314,40.07742379,39.07901448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.307055341175,NA,NA,58.5584477261004,NA,54.4531604469234,58.26954715,60.79817829,56.69529575,60.38547008,61.52009852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.7593123044901,NA,93.1848831920646,NA,84.471864978604,55.19211203,109.7976981,74.46364307,91.54679138,103.5831984,2.68294559167278,0,0,34.77
"143","19-27478",3,"10-21934/11-36131",59.1415945287158,84.5110764306157,134.160688242031,38.0913670346941,0.71483160035149,7.95243744054169,498.856530466166,NA,NA,NA,0.713626741615645,NA,NA,NA,6.57505932478472,NA,NA,NA,NA,NA,NA,131.802430392771,NA,134.984828067179,NA,136.282385688863,132.6556226,135.2137513,NA,NA,NA,NA,NA,NA,38.4625497130359,NA,40.3687420989282,39.61060771,40.3336682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8349556635994,NA,NA,59.5839340162082,NA,55.2091226806268,60.25913967,62.05116921,58.58260899,61.82615445,61.54778588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.0040169688041,NA,87.1608494356059,NA,82.8753274056788,86.9308319,99.95427929,77.63843273,92.89017096,104.8912267,2.68294559167278,0,0,32.8
"144","19-27565",3,"13-1910/02-19463-7",60.2405227094805,88.33142814918,133.947320995318,40.1281639951453,0.580737004609314,4.87755883780374,526.233980014076,NA,NA,NA,0.592908586226988,NA,NA,NA,4.8890556208782,NA,NA,NA,NA,NA,NA,131.429836931661,NA,136.466978500305,NA,136.57620970892,132.6794352,134.6338081,NA,NA,NA,NA,NA,NA,40.5807781276233,NA,42.2058824117101,41.67089881,43.89553535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.0993661174501,NA,NA,61.3157344628251,NA,56.1310900554787,61.59445255,62.71717117,59.54059806,62.25299578,62.57366109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8135430590433,NA,97.3275113449054,NA,88.6110420059887,89.80180118,105.7881831,80.7922832,99.71629855,98.44910539,1.93505051584932,0,0,31.12
"145","19-27944",3,"02-19463-7/11-36131//12-8545",59.695876169726,76.3249166353469,132.301921290913,37.4302523953151,0.612187399785485,6.56161568736109,465.133941183851,NA,NA,NA,0.619022391725237,NA,NA,NA,6.83983251320495,NA,NA,NA,NA,NA,NA,126.049037899394,NA,132.1815345029,NA,134.810476419507,131.9206307,133.5267427,NA,NA,NA,NA,NA,NA,37.3672830349288,NA,40.8858724121243,38.50080703,38.93555866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5268898108493,NA,NA,60.6793089603864,NA,55.3966805044695,61.23238838,62.06547697,59.46724777,61.95457151,62.39148524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.0274174710543,NA,85.4378460372046,NA,70.9771388014504,85.47207785,87.45298177,67.17136927,85.14534575,92.75540991,1.43645379863367,0,0,28.32
"146","19-3269",2,"02-19463-7/13-27973",59.6471099322033,86.7677194697477,133.685323546813,39.2931269748318,0.711586114341304,10.7735637978469,512.373002615213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.1851279,134.9746367,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.68597466,42.88457468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.86481556,59.64180701,62.00935569,62.33213688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.40680878,75.63277921,99.67900429,104.1171481,NA,0,0,0
"147","19-3502",3,"07-4415/10-21934",59.5442676120154,80.5517608428468,131.789094665335,39.128670098027,0.596637128486805,5.60212391016922,492.930708624782,NA,NA,NA,0.388552089356586,NA,NA,NA,6.23783752527231,NA,NA,NA,NA,NA,NA,124.741709904468,NA,130.184210984007,NA,132.840125591076,132.6182573,133.2761919,NA,NA,NA,NA,NA,NA,40.4922095850186,NA,41.2821238548222,40.40842097,42.29414321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.73815093501,NA,NA,59.8641094846107,NA,55.9539942770103,61.13889067,62.39308168,59.32934004,62.28295643,61.71478032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1140754517225,NA,84.4677297333229,NA,85.9446736071511,86.7196367,99.88171552,82.09539032,91.54025308,90.5127828,1.93505051584932,0,0,22.74
"148","19-3505",3,"07-4415/10-21934",59.1946101481287,79.4168095438674,132.172338494999,39.3281709887137,0.568798813884999,4.06765784105779,485.748760522297,NA,NA,NA,0.693721565446913,NA,NA,NA,5.42848421333899,NA,NA,NA,NA,NA,NA,126.346118497915,NA,129.640126759691,NA,133.901566549482,132.0973918,133.5627691,NA,NA,NA,NA,NA,NA,40.4922096587322,NA,41.6043332450057,39.95493175,43.11051247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5787149227022,NA,NA,58.8078169456974,NA,55.7940698149473,59.90094779,62.25201228,59.57908829,62.05454603,61.76123081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.0564404205135,NA,90.8229191926843,NA,82.8015831201274,76.73841853,97.32928019,69.8943052,83.1787024,92.98584024,2.43364723306496,0,0,19.56
"149","19-3510",3,"07-4415/10-21934",59.4396914541144,83.6021531211894,132.632492137466,40.5676447958404,0.275132677034748,1.70726841133679,513.67427760315,NA,NA,NA,0.262048987547339,NA,NA,NA,4.42047894685557,NA,NA,NA,NA,NA,NA,126.374059843018,NA,134.940582672731,NA,134.894195875164,132.9680966,133.374682,NA,NA,NA,NA,NA,NA,41.0856141511909,NA,43.7300866367235,41.39890286,44.23495964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4685457092553,NA,NA,60.0050604536474,NA,55.4981800293798,60.98815809,61.72688827,59.21774061,61.4933849,62.07944589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.0464579856718,NA,86.214082945522,NA,76.9303804498417,92.95066165,96.98493149,79.2796606,95.28193147,96.96405271,3.18154230888843,0,0,17.88
"150","19-3528",3,"07-4415/10-21934",59.288809549516,85.5963663762331,132.404304474098,39.7393832702676,0.57382640625851,4.16871011692908,519.715714693649,NA,NA,NA,0.490741214590634,NA,NA,NA,6.0042983746518,NA,NA,NA,NA,NA,NA,125.938992454023,NA,133.164049249497,NA,133.928500221534,132.586299,133.9132109,NA,NA,NA,NA,NA,NA,40.4939939490981,NA,42.6670961965743,40.00307533,43.44541088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.827346425625,NA,NA,58.5506046468219,NA,55.8352634952509,61.23061227,61.70789704,59.66247602,61.99686441,61.86349258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3733754196194,NA,90.1052619518575,NA,84.6197830651082,94.23439361,98.59053478,82.56012514,94.761914,99.58302175,2.93224395028061,0,0,27.33
"151","19-3538",3,"07-4415/10-21934",58.0371861270693,85.0149349552395,132.085545598863,38.7526091584161,0.808461363283329,11.05932352646,509.470495597468,NA,NA,NA,0.577131879129124,NA,NA,NA,15.0694875264706,NA,NA,NA,NA,NA,NA,125.512440010664,NA,132.227417497973,NA,134.319281659788,131.6452666,133.4004196,NA,NA,NA,NA,NA,NA,38.3465774983182,NA,42.2350463131261,40.86642077,39.72427454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5009632110132,NA,NA,57.8087416056164,NA,54.4045483475402,59.03330782,60.55080204,57.01174455,59.75551744,61.15859422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9427826833828,NA,82.9401520167292,NA,86.5686690387819,80.49699468,99.98920261,68.47663264,95.35328385,105.2853667,2.93224395028061,0,0,33.2
"152","19-3943",3,"07-4415/13-28833",57.229505111425,86.2793721082707,134.251042642284,39.4302070240663,0.43935048363922,6.49513729218532,500.845628985947,NA,NA,NA,0.31462685329314,NA,NA,NA,11.6044176564241,NA,NA,NA,NA,NA,NA,130.797808190727,NA,136.681975323333,NA,136.248741414393,133.8877509,135.1042942,NA,NA,NA,NA,NA,NA,40.2553956810641,NA,44.0571794450039,40.041719,40.7578301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3240715820651,NA,NA,57.4945878600587,NA,53.5948792254845,58.13899663,58.30527968,56.44031617,60.24223416,59.96420849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.1130476780148,NA,100.962901285986,NA,94.4433168210499,68.03734174,93.35336696,70.12306665,97.38478909,105.0741949,1.93505051584932,0,0,32.63
